230c6459c39b131a8b20228fbdc18d172da36ead62faf1e493bcbf57abe816f5,96678c8e825a8cc3052bbc55003295149db564deb019a3cc1d47c0bc79db6cb4,4119c1c000462085a637737c6a70bba9ad90a0c2e1ce8ccd3afccf34b5335cab,5310f636ca0be867a90e5ecf1139073df63203a5a5aeb4314db6d66fe9144b86,e770821e96be317d23fa9318d869737f8468fa6a6f6b61e5e9e9cc4132904271,41bd8fc1064e87984b9b3c52d821dc01f60d82b807e823ac0102c80f6874e692,013346b0eab5f02789d972c51c6d0a9a258b869f791ff08d17ec74fca1c250d0,db1263d2263686082b5faf9728b938ee438be6e3b00c34c7755fd7ef583b86fa,53fc16a865574eebd3463be80e8f1f45f8f680faa049adc71a14b98ca8cc3888,7ed195e26814dca070f26ce063e58d1b7213053281c39d658f062316298eca0e,1d04f217f67b944de0e563f27f07474f02bc8956e49040af9c48a46d8d106e90
"37111011","","0","","","se_10035700_brush","","23","37111","se_10035700",""
"37111012","","","","","300","","13","37111","105911",""
"37111013","","","","","","","131","37111","1",""
"37112001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","37112","105911","1"
"37112002","","1","","","wac_no_items","0.2","3","37112","111",""
"37112003","","-340","","0","200","","2","37112","105911",""
"37112004","","-340","","0","200","","2","37112","111",""
"37112005","","","","","0","","32","37112","43",""
"37112006","","","","","1","","32","37112","57",""
"37112007","","","","","0","","32","37112","11",""
"37112008","","0","","0","vo_wac_230220_000","","21","37112","vo_wac_230220",""
"37112009","0.5","10","0","1","なんとなく、ではございますが。\nみなさま指示書に従って絵を\n描いているはずなのに、\nどことなく個性が感じられますね。","0","11","37112","105911","1"
"37112010","","","","","","","91","37112","0",""
"37112011","","0","","0","vo_wac_230220_001","","21","37112","vo_wac_230220",""
"37112012","0.5","10","0","1","恐らくここはぺコリーヌさま、\nあちらはキャルさまで、そこは主さま、\nこの辺りはシェフィさまでしょう。\n大変、上手に描けておりますよ。","0","11","37112","105911","1"
"37112013","","","","","","","91","37112","0",""
"37112014","","","","","0","","22","37112","0",""
"37113001","","1","","","wac_idle_wish","0.2","3","37113","105911",""
"37113002","","1","","","wac_no_items","0.2","3","37113","111",""
"37113003","","-340","","0","200","","2","37113","105911",""
"37113004","","-340","","0","200","","2","37113","111",""
"37113005","","","","","0","","32","37113","43",""
"37113006","","","","","1","","32","37113","57",""
"37113007","","","","","0","","32","37113","11",""
"37113008","","","","","","","91","37113","0",""
"37211001","wac_default_11","202","0","-108","100311","2","1","37211","1","-213"
"37211002","wac_default_13","201","0","-108","111","2","5","37211","1","-213"
"37211003","","0","","0","43","1","31","37211","43","1"
"37211004","","0","","0","57","0","31","37211","57","1"
"37211005","","0","","0","11","0","31","37211","11","1"
"37211006","","0","","0","502","1","31","37211","502","1"
"37211007","","0","","","wac_paint_11","0.2","3","37211","100311","0"
"37211008","","0","","","wac_paint_13","0.2","3","37211","111","0"
"37211009","","","","","0","","93","37211","0.3",""
"37211010","","","","","1","","32","37211","11",""
"37211011","","0","","","se_10035700_roller","","23","37211","se_10035700",""
"37211012","","","","","300","","13","37211","100311",""
"37211013","","","","","","","131","37211","1",""
"37212001","","0","","wac_talk_doya_loop","wac_talk_doya_in","0.2","3","37212","100311","1"
"37212002","","1","","","wac_no_items","0.2","3","37212","111",""
"37212003","","-340","","0","200","","2","37212","100311",""
"37212004","","-340","","0","200","","2","37212","111",""
"37212005","","","","","0","","32","37212","43",""
"37212006","","","","","1","","32","37212","57",""
"37212007","","","","","0","","32","37212","11",""
"37212008","","0","","0","vo_wac_230221_000","","21","37212","vo_wac_230221",""
"37212009","0.5","10","0","1","さて、これでいいだろう。\n……そうだ、もしよければだけど、\n今日はぐるっと壁を回りながら\n帰ってみないか？","0","11","37212","100311","1"
"37212010","","","","","","","91","37212","0",""
"37212011","","0","","0","vo_wac_230221_001","","21","37212","vo_wac_230221",""
"37212012","0.5","10","0","1","描かれている絵もかなり増えただろう？\n一度、見返してみたくなったんだ。\n完成を迎える前に、ね。","0","11","37212","100311","1"
"37212013","","","","","","","91","37212","0",""
"37212014","","","","","0","","22","37212","0",""
"37213001","","1","","","wac_idle_doya","0.2","3","37213","100311",""
"37213002","","1","","","wac_no_items","0.2","3","37213","111",""
"37213003","","-340","","0","200","","2","37213","100311",""
"37213004","","-340","","0","200","","2","37213","111",""
"37213005","","","","","0","","32","37213","43",""
"37213006","","","","","1","","32","37213","57",""
"37213007","","","","","0","","32","37213","11",""
"37213008","","","","","","","91","37213","0",""
"37311001","wac_default_01","202","0","-108","103711","2","1","37311","1","-213"
"37311002","wac_default_03","201","0","-108","111","2","5","37311","1","-213"
"37311003","","0","","0","43","1","31","37311","43","1"
"37311004","","0","","0","57","0","31","37311","57","1"
"37311005","","0","","0","11","0","31","37311","11","1"
"37311006","","0","","0","502","1","31","37311","502","1"
"37311007","","0","","","wac_paint_01","0.2","3","37311","103711","0"
"37311008","","0","","","wac_paint_03","0.2","3","37311","111","0"
"37311009","","","","","0","","93","37311","0",""
"37311010","","","","","1","","32","37311","11",""
"37311011","","0","","","se_10035700_brush","","23","37311","se_10035700",""
"37311012","","","","","300","","13","37311","103711",""
"37311013","","","","","","","131","37311","1",""
"37312001","","0","","wac_talk_doya_loop","wac_talk_doya_in","0.2","3","37312","103711","1"
"37312002","","1","","","wac_no_items","0.2","3","37312","111",""
"37312003","","-340","","0","200","","2","37312","103711",""
"37312004","","-340","","0","200","","2","37312","111",""
"37312005","","","","","0","","32","37312","43",""
"37312006","","","","","1","","32","37312","57",""
"37312007","","","","","0","","32","37312","11",""
"37312008","","0","","0","vo_wac_230222_000","","21","37312","vo_wac_230222",""
"37312009","0.5","10","0","1","ふぅ、今回はこれでおしまい。\nこの壁の空白も、ずいぶんと\n埋まってきているようだね。","0","11","37312","103711","1"
"37312010","","","","","","","91","37312","0",""
"37312011","","0","","0","vo_wac_230222_001","","21","37312","vo_wac_230222",""
"37312012","0.5","10","0","1","最初手伝うことになったときは、\n【王宮騎士団（NIGHTMARE）】\nの仕事っぽくないなって思ってたけど。\n今は……すごくいい思い出になったよ。","0","11","37312","103711","1"
"37312013","","","","","","","91","37312","0",""
"37312014","","","","","0","","22","37312","0",""
"37313001","","1","","","wac_idle_doya","0.2","3","37313","103711",""
"37313002","","1","","","wac_no_items","0.2","3","37313","111",""
"37313003","","-340","","0","200","","2","37313","103711",""
"37313004","","-340","","0","200","","2","37313","111",""
"37313005","","","","","0","","32","37313","43",""
"37313006","","","","","1","","32","37313","57",""
"37313007","","","","","0","","32","37313","11",""
"37313008","","","","","","","91","37313","0",""
"37411001","wac_default_21","202","0","-108","100511","2","1","37411","1","-100"
"37411002","wac_default_24","201","0","-108","111","2","5","37411","1","-100"
"37411003","","0","","0","53","1","31","37411","53","1"
"37411004","","0","","0","57","0","31","37411","57","1"
"37411005","","0","","0","20","0","31","37411","20","1"
"37411006","","0","","0","502","1","31","37411","502","1"
"37411007","","0","","","wac_paint_21","0.2","3","37411","100511","0"
"37411008","","0","","","wac_paint_24","0.2","3","37411","111","0"
"37411009","","","","","0","","93","37411","0",""
"37411010","","","","","1","","32","37411","20",""
"37411011","","0","","","se_sys_login_birthday_calendar_brush","","23","37411","se_common",""
"37411012","","","","","300","","13","37411","100511",""
"37411013","","","","","","","131","37411","1",""
"37412001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","37412","100511","1"
"37412002","","1","","","wac_no_items","0.2","3","37412","111",""
"37412003","","-340","","0","200","","2","37412","100511",""
"37412004","","-340","","0","200","","2","37412","111",""
"37412005","","","","","0","","32","37412","53",""
"37412006","","","","","1","","32","37412","57",""
"37412007","","","","","0","","32","37412","20",""
"37412008","","0","","0","vo_wac_230223_000","","21","37412","vo_wac_230223",""
"37412009","0.5","10","0","1","たくさんの絵を描いてきたッスけど、\n自分、ここまでこの仕事が長続き\nするとは、正直思ってなかったッス。","0","11","37412","100511","1"
"37412010","","","","","","","91","37412","0",""
"37412011","","0","","0","vo_wac_230223_001","","21","37412","vo_wac_230223",""
"37412012","0.5","10","0","1","その……自分はこういう作業、\n向いてないと思ってたッスから。\nきっといろんな人と一緒だったから、\nがんばってこれた気がするッス♪","0","11","37412","100511","1"
"37412013","","","","","","","91","37412","0",""
"37412014","","","","","0","","22","37412","0",""
"37413001","","1","","","wac_idle_wish","0.2","3","37413","100511",""
"37413002","","1","","","wac_no_items","0.2","3","37413","111",""
"37413003","","-340","","0","200","","2","37413","100511",""
"37413004","","-340","","0","200","","2","37413","111",""
"37413005","","","","","0","","32","37413","53",""
"37413006","","","","","1","","32","37413","57",""
"37413007","","","","","0","","32","37413","20",""
"37413008","","","","","","","91","37413","0",""
"37511001","wac_default_21","202","0","-108","104711","2","1","37511","1","-100"
"37511002","wac_default_24","201","0","-108","111","2","5","37511","1","-100"
"37511003","","0","","0","53","1","31","37511","53","1"
"37511004","","0","","0","57","0","31","37511","57","1"
"37511005","","0","","0","20","0","31","37511","20","1"
"37511006","","0","","0","502","1","31","37511","502","1"
"37511007","","0","","","wac_paint_21","0.2","3","37511","104711","0"
"37511008","","0","","","wac_paint_24","0.2","3","37511","111","0"
"37511009","","","","","0","","93","37511","0",""
"37511010","","","","","1","","32","37511","20",""
"37511011","","0","","","se_sys_login_birthday_calendar_brush","","23","37511","se_common",""
"37511012","","","","","300","","13","37511","104711",""
"37511013","","","","","","","131","37511","1",""
"37512001","","0","","wac_talk_doya_loop","wac_talk_doya_in","0.2","3","37512","104711","1"
"37512002","","1","","","wac_no_items","0.2","3","37512","111",""
"37512003","","-340","","0","200","","2","37512","104711",""
"37512004","","-340","","0","200","","2","37512","111",""
"37512005","","","","","0","","32","37512","53",""
"37512006","","","","","1","","32","37512","57",""
"37512007","","","","","0","","32","37512","20",""
"37512008","","0","","0","vo_wac_230224_000","","21","37512","vo_wac_230224",""
"37512009","0.5","10","0","1","さて、そろそろ切り上げようか。\n……うん、たくさんの絵が集まって、\nとっても素敵な壁になった。\n心から、そう思っているよ。","0","11","37512","104711","1"
"37512010","","","","","","","91","37512","0",""
"37512011","","0","","0","vo_wac_230224_001","","21","37512","vo_wac_230224",""
"37512012","0.5","10","0","1","あまり口が達者ではないから、\n気の利いた言い回しはできないけど……\n眺めていると、温かくなるんだ。\n少年にも、分かるかな？","0","11","37512","104711","1"
"37512013","","","","","","","91","37512","0",""
"37512014","","","","","0","","22","37512","0",""
"37513001","","1","","","wac_idle_doya","0.2","3","37513","104711",""
"37513002","","1","","","wac_no_items","0.2","3","37513","111",""
"37513003","","-340","","0","200","","2","37513","104711",""
"37513004","","-340","","0","200","","2","37513","111",""
"37513005","","","","","0","","32","37513","53",""
"37513006","","","","","1","","32","37513","57",""
"37513007","","","","","0","","32","37513","20",""
"37513008","","","","","","","91","37513","0",""
"37611001","wac_default_01","202","0","-108","111411","2","1","37611","1","-213"
"37611002","wac_default_01","201","0","-108","111","2","5","37611","1","-213"
"37611003","","0","","0","43","1","31","37611","43","1"
"37611004","","0","","0","57","0","31","37611","57","1"
"37611005","","0","","0","11","0","31","37611","11","1"
"37611006","","0","","0","502","1","31","37611","502","1"
"37611007","","0","","","wac_paint_01","0.2","3","37611","111411","0"
"37611008","","0","","","wac_paint_01","0.2","3","37611","111","0"
"37611009","","","","","0","","93","37611","0",""
"37611010","","","","","1","","32","37611","11",""
"37611011","","0","","","se_10035700_brush","","23","37611","se_10035700",""
"37611012","","","","","300","","13","37611","111411",""
"37611013","","","","","","","131","37611","1",""
"37612001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","37612","111411","1"
"37612002","","1","","","wac_no_items","0.2","3","37612","111",""
"37612003","","-340","","0","200","","2","37612","111411",""
"37612004","","-340","","0","200","","2","37612","111",""
"37612005","","","","","0","","32","37612","43",""
"37612006","","","","","1","","32","37612","57",""
"37612007","","","","","0","","32","37612","11",""
"37612008","","0","","0","vo_wac_230225_000","","21","37612","vo_wac_230225",""
"37612009","0.5","10","0","1","ん……できた……\nひとりぼっちのお絵描きはさみしいけど\nみんなと一緒のお絵描きは\nさみしくないね。","0","11","37612","111411","1"
"37612010","","","","","","","91","37612","0",""
"37612011","","0","","0","vo_wac_230225_001","","21","37612","vo_wac_230225",""
"37612012","0.5","10","0","1","……おにいさん。\nルナをここへ連れてきてくれて、\nありがとう……","0","11","37612","111411","1"
