298e87f43019cc784e08ad2bac0333f1d4e7a253e43b0f22d76c738767e9c0a2,89fa6a041bef6ecca9d05c1792f93259bd1f2fd5355652ad1d9458d66f8415c0,edd5ac6a2dbc8e22c4bc476702bf3c111c8fdbd0932d965129acaf24213f88e2,c92d614dc2384e0e8d6e8fd43958f308bb45edefc3843765d5018b606ceb3062,7130ca344bdf29e377ca70d96f15de115de0e6be967c2f3088a671b761456a3b,4d99ed1a387c76ab80c76a0f3afd076ba3dfb722641d6768168948428c1492d8,1499823486b9df1bca16e69b25b53010c4502536c2f678dd71840c6768dc2e52,4d05f2435abe81783f5b26a5a8e477088bfe65fc6139d5fcd0a3fe1840e69b27,0150cb8c08eaba07d4a0b0f1ff6f5b11d94b7c74a95c9b93dc46b5478c7a02e5,62267bcb0176ba299012044a9a2e9ebf107cbecaffe783feb60c24278a8c957b,e837b1287d5b002774def8d02f8b2177ebf0d6da9e2791cce62580cb58d5ff6c,594e50ebff7c291cf5b628ce146be359399fcd8a0e8a6a0fc8018b20d99f646e
"61271","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61272","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61281","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61282","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61291","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61292","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61301","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61302","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61311","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61312","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61321","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61322","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61331","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61332","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61341","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61342","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61351","0","0","0","9999","ボスチケット（前編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61352","0","0","0","9999","討伐証（前編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61361","0","0","0","9999","ボスチケット（後編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61362","0","0","0","9999","討伐証（後編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61371","0","0","0","9999","ボスチケット（前編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61372","0","0","0","9999","討伐証（前編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61381","0","0","0","9999","ボスチケット（後編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61382","0","0","0","9999","討伐証（後編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61391","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61392","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61401","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61402","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61411","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61412","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61421","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61422","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61431","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61432","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61441","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61442","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61451","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61452","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61461","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61462","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61471","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61472","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61481","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61482","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61491","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61492","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61501","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61502","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61511","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61512","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61521","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61522","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61531","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61532","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61541","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61542","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61551","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61552","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61561","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61562","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
