3db13960448feb4c0d0188f75d03582a61a5e83664c854ef61961d6691a4507f,57f7771cd8306667839955cf1ed074b8bc6ba63a0c1c6f833a9334046088d56b,7c2d7dc66daa82f35417f84c92477419741e22569a9c467c28cc700a09a8c1de,c3538cac1003067502e8b0be4079e04ff0eda88e0f70e779db468d3fd1b4fdab,5cbc2870e5ad9c1cc3bd1c46bab7b6d3462b2036d8bc5496c09cdd7f0faf08c5,6e8b8e5703d8ed8b22e0476b09da69d0feaca8be43cc9d8329fa60968b7dabc4,d1eda560b9b44f6c9769e333a30240361fb404ae5a8786b8e903a63f3ef7e7a0,2f48a755619ee2fed3e64a5bb592b202811fed421c70add6542c057c8279ee57,1e462be7ebf4b130cfbd0103d964fbeba9cb97a983e5dc7c2e91b137e50edab2,ff422b62f747ae2b3f049bc8676b4ce7de466daceb9e8ee8b4191719a5148be5,ccdf5328ef2a01ec00342d17364f0cf6d140314d5362747dd686c725f1258e3d
"19460022","0","","","vo_fpc","946","21","","vo_fpc_30603","",""
"19460023","1","0","6","107811","946","11","0","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","0","1"
"19460024","","","","0","946","91","","","",""
"19460025","46_tamaki_nod_loop","0.1","","107911","946","3","0.1","46_tamaki_nod","1",""
"19460026","0","","","vo_fpc","946","21","","vo_fpc_30604","",""
"19460027","1","0","7","107911","946","11","0","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","0","0.5"
"19460028","","","","0","946","91","","","",""
"19460029","8.64253393665158","","-180","122411","946","2","","1000","",""
"19460030","8.64253393665158","","-180","122411","946","33","","1000","",""
"19460031","","","","3","946","93","","0","",""
"19460032","46_hiyori_flutterKick_handWave_loop","0.1","0","122411","946","3","0.1","46_hiyori_flutterKick_handWave","1",""
"19460033","0","","","vo_fpc","946","21","","vo_fpc_30605","",""
"19460034","1","0","10","122411","946","11","0","あ、やっほー！","0","1"
"19460035","","","","2","946","93","","0","",""
"19460036","46_tamaki_handwave_loop","0.1","","107911","946","3","0.1","46_tamaki_handwave","1",""
"19460037","46_kyaru_idle_smile_loop","0.1","","107811","946","3","0.1","46_kyaru_idle_smile","1",""
"19460038","","","","1.5","946","93","","0","",""
"19460039","0","","","vo_fpc","946","21","","vo_fpc_30606","",""
"19460040","1","0","6","107911","946","11","0","やっほー\nまあ、当然例外もいるけどにゃ。","0","1"
"19460041","","","","0","946","91","","","",""
"19460042","46_tamaki_talk2_loop","0.1","0","107911","946","3","0.1","46_tamaki_talk2","1",""
"19460043","0","","","vo_fpc","946","21","","vo_fpc_30607","",""
"19460044","1","0","5","107811","946","11","0","そうね。\n…にしても元気ねえ。","0","0.5"
"19460045","","","","0","946","91","","","",""
"19460046","46_kyaru_idle_normal_loop","0.1","0","107811","946","3","0.1","46_kyaru_idle_normal","1",""
"19460047","","","","0.5","946","93","","0","",""
"19460048","","","","115","946","32","","0","",""
"19460049","","","","122411","946","32","","0","",""
"19460050","0","","-180","122411","946","2","","-910","",""
"19460051","0","","-180","115","946","33","","-910","",""
"19460052","4.80140774258421","","-180","122411","946","2","","1000","",""
"19460053","4.80140774258421","","-180","115","946","33","","1000","",""
"19460054","","","","115","946","32","","1","",""
"19460055","","0.1","1","122411","946","3","","46_hiyori_flutterKickFast","",""
"19460056","","","","1.5","946","93","","0","",""
"19460057","0","","","vo_fpc","946","21","","vo_fpc_30608","",""
"19460058","1","0","15","122411","946","11","0","わーい！","0","1"
"19460059","","","","0.766666666666667","946","93","","0","",""
"19460060","","","","1.5","946","93","","0","",""
"19460061","","","","19460052","946","91","","","",""
"19460062","46_tamaki_talk3_loop","0.1","","107911","946","3","0.1","46_tamaki_talk3","1",""
"19460063","0","","","vo_fpc","946","21","","vo_fpc_30609","",""
"19460064","1","0","10","107911","946","11","0","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","0","0.5"
"19460065","","","","0","946","91","","","",""
"19460066","46_kyaru_idle_normal2_loop","0.1","0","107811","946","3","0.1","46_kyaru_idle_normal2","1",""
"19460067","","","","115","946","32","","0","",""
"19460068","0","","-180","122411","946","2","","-910","",""
"19460069","0","","-180","115","946","33","","-910","",""
"19460070","2.1606334841629","","-180","122411","946","2","","1000","",""
"19460071","2.1606334841629","","-180","115","946","33","","1000","",""
"19460072","","","","115","946","32","","1","",""
"19460073","","1","0","se_10053800","946","23","","se_10053800_946_hiyori","",""
"19460074","","","","0.5","946","93","","0","",""
"19460075","0","","","vo_fpc","946","21","","vo_fpc_30610","",""
"19460076","1","0","20","122411","946","11","0","わー！","0","1"
"19460077","","","","0.65","946","93","","0","",""
"19460078","","","","1.5","946","93","","0","",""
"19460079","46_kyaru_surprise_loop","0.1","0","107811","946","3","0.1","46_kyaru_surprise","1",""
"19460080","46_tamaki_talk4_loop","0.1","","107911","946","3","0.1","46_tamaki_talk4","1",""
"19460081","0","","","vo_fpc","946","21","","vo_fpc_30611","",""
"19460082","1","0","10","107811","946","11","0","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","0","0.5"
"19460083","","","","0","946","91","","","",""
"19460084","","","","115","946","32","","0","",""
"19460085","0","","-180","122411","946","2","","-910","",""
"19460086","0","","-180","115","946","33","","-910","",""
"19460087","2.1606334841629","","-180","122411","946","2","","1000","",""
"19460088","2.1606334841629","","-180","115","946","33","","1000","",""
"19460089","","","","115","946","32","","1","",""
"19460090","","1","0","se_10053800","946","23","","se_10053800_946_hiyori","",""
"19460091","","","","0.5","946","93","","0","",""
"19460092","0","","","vo_fpc","946","21","","vo_fpc_30612","",""
"19460093","1","0","20","122411","946","11","0","たーのしー！","0","1"
"19460094","","","","0.8","946","93","","0","",""
"19460095","","","","1.5","946","93","","0","",""
"19460096","","0.1","1","107911","946","3","","46_cmn_run","",""
"19460097","","0.1","1","107811","946","3","","46_cmn_run","",""
"19460098","2.8657616892911","","-15","107911","946","2","","800","",""
"19460099","3.46907993966818","","-15","107811","946","2","","800","",""
"19460100","","","","0","946","91","","","",""
"19470001","-850","1.75","22","1","947","1","0","129411","-180","cmn_float_r"
"19470002","320","1.75","23","3","947","5","0","31","-180","empty"
"19470003","-1100","1.75","12","1","947","1","0","129511","-125","cmn_float"
"19470004","70","1.75","13","3","947","5","0","32","-125","empty"
"19470005","-900","1.75","22","26","947","5","0","26","-180","47_yuni_float"
"19470006","-180","1","-820","6","947","31","","61","1",""
"19470007","-180","0","320","4","947","31","","41","1",""
"19470008","-180","0","320","103","947","31","","1031","1",""
"19470009","-180","0","320","124","947","31","","1241","1",""
"19470010","-180","0","320","9","947","31","","91","1",""
"19470011","-180","1","850","10","947","31","","101","1",""
"19470012","-125","1","-1100","6","947","31","","62","1",""
"19470013","-125","0","70","4","947","31","","42","1",""
"19470014","-125","0","70","103","947","31","","1032","1",""
"19470015","-125","0","70","124","947","31","","1242","1",""
"19470016","-125","0","70","9","947","31","","92","1",""
"19470017","-125","1","850","10","947","31","","102","1",""
"19470018","-180","1","-900","102","947","31","","26","1",""
"19470019","0","0","-975","1009","947","31","","1009","1",""
"19470020","0","0","-310","1010","947","31","","1010","1",""
"19470021","30","0","570","1011","947","31","","1011","1",""
"19470022","","1","1","se_10053800","947","23","","se_fpc_water_random","",""
"19470023","","","","19470021","947","91","","","",""
"19470024","","0.1","1","129411","947","3","","cmn_float_r","",""
"19470025","6.88235294117647","","-180","129411","947","2","","320","12",""
"19470026","6.88235294117647","","-180","61","947","33","","350","12",""
"19470027","6.88235294117647","","-125","129511","947","2","","70","12",""
"19470028","6.88235294117647","","-125","62","947","33","","70","12",""
"19470029","6.88235294117647","","0","1009","947","33","","195","12",""
"19470030","","","","1009","947","32","","1","",""
"19470031","","","","19470025","947","91","","","",""
"19470032","4.55882352941176","","-180","26","947","2","","-280","12",""
"19470033","4.55882352941176","","-180","26","947","33","","-280","12",""
"19470034","","","","19470032","947","91","","","",""
"19470035","","","","1009","947","32","","0","",""
"19470036","0","","","vo_fpc","947","21","","vo_fpc_30701","",""
"19470037","1","0","5","26","947","11","0","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","0","0.5"
"19470038","","","","0","947","91","","","",""
"19470039","0","","","vo_fpc","947","21","","vo_fpc_30702","",""
"19470040","1","0","5","26","947","11","0","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","0","1"
"19470041","","","","0","947","91","","","",""
"19470042","47_cmn_surprise_loop","0.1","0","129511","947","3","0.1","47_chieru_surprise_in","1",""
"19470043","0.2","","-125","62","947","33","","100","12",""
"19470044","47_cmn_surprise_loop","0.1","0","129411","947","3","0.1","47_kuroe_surprise_in","1",""
"19470045","0","","","vo_fpc","947","21","","vo_fpc_30703","",""
"19470046","1","0","17","129411","947","11","0","ちょっ…\n何やってンのよ、探さんと…！","0","0.5"
"19470047","","","","0","947","91","","","",""
"19470048","cmn_swm_diving","0.1","0","129411","947","3","0.1","47_cmn_diving_in","1",""
"19470049","","","","0.2","947","93","","0","",""
"19470050","","","","61","947","32","","0","",""
"19470051","","","","1031","947","32","","1","",""
"19470052","","","","91","947","32","","1","",""
"19470053","1.59879336349925","","-180","129411","947","2","","850","",""
"19470054","1.59879336349925","","-180","91","947","33","","850","",""
"19470055","cmn_swm_diving","0.1","0","129511","947","3","0.1","47_cmn_diving_in","1",""
"19470056","","","","0.2","947","93","","0","",""
"19470057","","","","62","947","32","","0","",""
"19470058","","","","1032","947","32","","1","",""
"19470059","","","","92","947","32","","1","",""
"19470060","1.96078431372549","","-125","129511","947","2","","850","",""
"19470061","1.96078431372549","","-125","92","947","33","","850","",""
"19470062","","","","19470060","947","91","","","",""
"19470063","","","","91","947","32","","0","",""
"19470064","","","","92","947","32","","0","",""
"19470065","2.94117647058824","","-125","129511","947","2","","70","12",""
"19470066","2.94117647058824","","-125","102","947","33","","70","12",""
"19470067","","0.1","1","129511","947","3","","cmn_swm_diving_r","",""
"19470068","","","","1","947","93","","0","",""
"19470069","0","","","vo_fpc","947","21","","vo_fpc_30704","",""
"19470070","1","0","10","26","947","11","0","あった？","0","0.5"
"19470071","","","","0.9","947","93","","0","",""
"19470072","","","","1","947","93","","0","",""
"19470073","","","","19470065","947","91","","","",""
"19470074","47_yuni_surprise_loop","0.1","0","26","947","3","0.1","47_yuni_surprise_in","1",""
"19470075","47_cmn_item_loop","0.1","0","129511","947","3","0.1","47_cmn_item_in","1",""
"19470076","47_cmn_item_loop_book","0.1","0","32","947","3","0.1","47_cmn_item_in_book","1",""
"19470077","","","","0.2","947","93","","0","",""
"19470078","","","","42","947","32","","1","",""
"19470079","","","","1242","947","32","","1","",""
"19470080","","","","102","947","32","","0","",""
"19470081","0","","","vo_fpc","947","21","","vo_fpc_30705","",""
"19470082","1","0","10","129511","947","11","0","ユニ先輩の本がありました。","0","1"
"19470083","","","","1.8","947","93","","0","",""
"19470084","1.99849170437406","","-180","129411","947","2","","320","12",""
"19470085","1.99849170437406","","-180","101","947","33","","320","12",""
"19470086","","0.1","1","129411","947","3","","cmn_swm_diving_r","",""
"19470087","","","","1.5","947","93","","0","",""
"19470088","","","","19470084","947","91","","","",""
"19470089","47_cmn_item_loop","0.1","0","129411","947","3","0.1","47_cmn_item_in","1",""
"19470090","47_cmn_item_loop_weapon","0.1","0","31","947","3","0.1","47_cmn_item_in_weapon","1",""
"19470091","","","","0.2","947","93","","0","",""
"19470092","","","","41","947","32","","1","",""
"19470093","","","","1241","947","32","","1","",""
"19470094","","","","101","947","32","","0","",""
"19470095","0","","","vo_fpc","947","21","","vo_fpc_30706","",""
"19470096","1","0","10","129411","947","11","70","ユニ先輩の斧だか槍だかがありました。","0","1"
"19470097","","","","0","947","91","","","",""
"19470098","","","","1011","947","32","","1","",""
"19470099","0","","","vo_fpc","947","21","","vo_fpc_30707","",""
"19470100","1","730","8","26","947","11","140","ぽーん！\nドクター・ユニに警告！\nプールはゴミ箱じゃありません！","0","1"
"19470101","","","","5.25","947","93","","0","",""
"19470102","","","","1.5","947","93","","0","",""
"19470103","","0.3","1","26","947","3","","47_yuni_float","",""
"19470104","","","","1010","947","32","","1","",""
"19470105","","","","1.5","947","93","","0","",""
"19470106","cmn_float","0.1","0","129511","947","3","0.1","47_cmn_float_in","1",""
"19470107","empty","0.1","0","32","947","3","0.1","47_cmn_float_in_book","0",""
"19470108","cmn_float","0.1","0","129411","947","3","0.1","47_cmn_float_in","1",""
"19470109","empty","0.1","0","31","947","3","0.1","47_cmn_float_in_weapon","0",""
"19470110","","","","1.1","947","93","","0","",""
"19470111","3.07692307692308","","-180","129411","947","2","","1000","",""
"19470112","3.07692307692308","","-180","41","947","33","","1000","",""
"19470113","5.79185520361991","","-180","26","947","2","","1000","",""
"19470114","5.79185520361991","","-180","26","947","33","","1000","",""
"19470115","4.20814479638009","","-125","129511","947","2","","1000","",""
"19470116","4.20814479638009","","-125","42","947","33","","1000","",""
"19470117","","","","19470113","947","91","","","",""
"19510001","","","","se_10053800","951","23","","se_fpc_water_random","",""
"19510002","-850","1.75","22","1","951","5","0","1","-180","cmn_float_monster_01"
"19510003","15","","-180","1","951","2","","850","",""
"19520001","","","","se_10053800","952","23","","se_fpc_water_random","",""
"19520002","-850","1.75","22","1","952","5","0","1","-180","cmn_float_monster_02"
"19520003","15","","-180","1","952","2","","850","",""
"19530001","","","","se_10053800","953","23","","se_fpc_water_random","",""
"19530002","-850","1.75","22","1","953","5","0","1","-180","cmn_float_monster_03"
"19530003","15","","-180","1","953","2","","850","",""
"19540001","","","","se_10053800","954","23","","se_fpc_water_random","",""
"19540002","-850","1.75","22","1","954","5","0","1","-180","cmn_float_monster_04"
"19540003","15","","-180","1","954","2","","850","",""
"19550001","","","","se_10053800","955","23","","se_fpc_water_random","",""
"19550002","-850","1.75","22","1","955","5","0","1","-180","cmn_float_monster_05"
"19550003","15","","-180","1","955","2","","850","",""
"19560001","","","","se_10053800","956","23","","se_fpc_water_random","",""
"19560002","-850","1.75","22","1","956","5","0","1","-180","cmn_float_monster_06"
