9c6900480681e8fdf12fc630e4b52a16acb09b336d94fd3faa10675f66429b65,4a023c32c5c42ecf767c9876f448f2f150bb44201d8e6d5a14299b8390ba0e3f,4473e618ee3f2c98992e2c0717f32c24c51f26ca28e5553b41ea31818445b6be,35e7b60b754e423a8021cd5ad5cda5e1ae1a5fb1b4ce160ec2296132a81bcf60,efe3879c12f9e80a872c5b954eaabddfdd5c7c668a0f63e770592cad008ab3ef,729566e2023a65b8594729e2f380b0189ce8627cf511dd0349abab591b9655a5,89eb53db5b617f6cb54b0fabfb8307ae1dbe0eca559d5330182ecaf4de9ebdfc,eba73c6051ec557a75174ae9fec61bcd520f21204b8232bfb1da852377bd3c50,498cdd4ff8ac8a4585542048d95ed9f2e35209f770b0e71f96a6c189f3cbd41f,9dae0255c9354f3a0650285dbc1987fa6d3be174912d43009bb9e4f47ce7d3aa,f4dfda8ed8bcd1686869c9a3738a90922491b9166aecb44e8ba65f51646feaaf
"-226","51","5","6","1021603","1.75","idle_normal","-218","0","6","1021603006"
"-510","52","5","7","1021603","1.75","idle_normal","-263","0","7","1021603007"
"-510","55","5","11","1021603","1.75","empty","-263","0","11","1021603008"
"0","0","31","1","1021603","1","","1","","1","1021603009"
"50","0","31","2","1021603","1","","1","","2","1021603010"
"-30","180","31","7","1021603","0","","0.85","","7","1021603011"
"","","37","panzer_3","1021603","","","","","2","1021603012"
"","","141","","1021603","","","","","1","1021603013"
"","","91","","1021603","","","","","0","1021603014"
"","","25","bgm_M71","1021603","","","","","bgm_M71","1021603015"
"","","93","0","1021603","","","","","1","1021603016"
"anger_talk_Anger2","0","3","angerJump_in_Anger2","1021603","0.2","","1","0","3","1021603017"
"0","0","21","vo_adv_5216063_000","1021603","","","","","vo_adv_5216063","1021603018"
"1","10","11","ちょっとーっ！\nこれ、ぜんぜん違うじゃない！！","1021603","0","0","1","0","3","1021603019"
"","","91","","1021603","","","","","0","1021603020"
"","1","3","anger_idle_sad","1021603","0.2","","","","3","1021603021"
"","1","3","surprise_talk","1021603","0.2","","","","2","1021603022"
"0","0","21","vo_adv_5216063_001","1021603","","","","","vo_adv_5216063","1021603023"
"1","10","11","違う……とは、ふむ、\nこのキュートな装甲のことで\nございますか？","1021603","0","0","1","0","2","1021603024"
"","","91","","1021603","","","","","0","1021603025"
"","1","3","idle_normal","1021603","0.2","","","","2","1021603026"
"","1","3","anger_talk_shy","1021603","0.2","","","","3","1021603027"
"0","0","21","vo_adv_5216063_002","1021603","","","","","vo_adv_5216063","1021603028"
"1","10","11","あたしが乗った『ティーガーＩ』は、\nもっとこう、重厚感っていうか……\nでっかくて、どっしりしててさ……","1021603","0","0","1","0","3","1021603029"
"","","91","","1021603","","","","","0","1021603030"
"","1","3","anger_idle_sad","1021603","0.2","","","","3","1021603031"
"gutsB_talk_joy","0","3","gutsB_in_joy","1021603","0.2","","1","0","1","1021603032"
"0","0","21","vo_adv_5216063_003","1021603","","","","","vo_adv_5216063","1021603033"
"1","10","11","おにぎりみたいな形にしたら、\nおいしそうかな～って♪","1021603","0","0","1","0","1","1021603034"
"","","91","","1021603","","","","","0","1021603035"
"","1","3","gutsB_idle_joy1_room","1021603","0.2","","","","1","1021603036"
"","1","3","anger_quake_Ex0012","1021603","0.2","","","","3","1021603037"
"0","0","21","vo_adv_5216063_004","1021603","","","","","vo_adv_5216063","1021603038"
"1","10","11","戦車においしさは求めてないんだけど！\n……ったく、案の定、\n犯人はアホリーヌね……！","1021603","0","0","1","0","3","1021603039"
"","","91","","1021603","","","","","0","1021603040"
"","1","3","idle_normal","1021603","0.2","","","","3","1021603041"
"","1","3","cool_talk","1021603","0.2","","","","6","1021603042"
"0","0","21","vo_adv_5216063_005","1021603","","","","","vo_adv_5216063","1021603043"
"1","10","11","みほ、彼女はどうやら\n豆戦車を求めていたわけでは\nなかったらしいな。","1021603","0","0","1","0","6","1021603044"
"","","91","","1021603","","","","","0","1021603045"
"","1","3","cool_idle","1021603","0.2","","","","6","1021603046"
"","1","3","see_talk","1021603","0.2","","","","5","1021603047"
"0","0","21","vo_adv_5216063_006","1021603","","","","","vo_adv_5216063","1021603048"
"1","10","11","ペコさんの相談に乗ってて、\nかわいいのが作りたいんだって\n勘違いしちゃってたかも……","1021603","0","0","1","0","5","1021603049"
"","","91","","1021603","","","","","0","1021603050"
"","1","3","see_idle_Ex0012","1021603","0.2","","","","5","1021603051"
"","1","3","thinkB_loop_sad","1021603","0.4","","","","7","1021603052"
"0","0","21","vo_adv_5216063_007","1021603","","","","","vo_adv_5216063","1021603053"
"1","10","11","どうするの？\n重戦車と豆戦車じゃ、感覚も違うし。\nキャルたちじゃ、\n操縦は難しいかもね……","1021603","0","0","1","3","7","1021603054"
"","","91","","1021603","","","","","0","1021603055"
"","1","3","thinkB_loop_Normal","1021603","0.2","","","","7","1021603056"
"doya_talk","0","3","doya_in","1021603","0.2","","1","0","3","1021603057"
"0","0","21","vo_adv_5216063_008","1021603","","","","","vo_adv_5216063","1021603058"
"1","10","11","何言ってんのよ、\nその、たんけって？　ってやつだって\nばっちり乗りこなしてやるわ♪","1021603","0","0","1","0","3","1021603059"
"","","91","","1021603","","","","","0","1021603060"
"","1","3","doya_idle","1021603","0.2","","","","3","1021603061"
"","","4","1","1021603","","","","","1","1021603062"
"","","4","1","1021603","","","","","2","1021603063"
"","1","3","idle_normal","1021603","0.2","","","0","1","1021603064"
"","1","3","idle_normal","1021603","0.2","","","0","2","1021603065"
"","1","3","idle_normal","1021603","0.2","","","0","5","1021603066"
"","1","3","idle_normal","1021603","0.2","","","0","7","1021603067"
"","1","3","cool_talk","1021603","0.2","","","","6","1021603068"
"0","0","21","vo_adv_5216063_009","1021603","","","","","vo_adv_5216063","1021603069"
"1","10","11","豆戦車がベースとはいえ、\n砲身は本格的なものを採用している。\n魔物を圧倒できる火力を\n十分に備えているぞ。","1021603","0","0","1","0","6","1021603070"
"","","91","","1021603","","","","","0","1021603071"
"","","4","1","1021603","","","","","6","1021603072"
"armcrossed_talk_Talk2","0","3","armcrossed_in_Talk2","1021603","0.2","","1","0","6","1021603073"
"0","0","21","vo_adv_5216063_010","1021603","","","","","vo_adv_5216063","1021603074"
"1","10","11","さて、装甲が整ったなら、\nあと一つ、大事なものがある。\n……そうだな？　みほ。エリカ。","1021603","0","0","1","0","6","1021603075"
"","","91","","1021603","","","","","0","1021603076"
"","1","3","armcrossed_idle_normal","1021603","0.2","","","","6","1021603077"
"surprise_talk_shy","0","3","surprise_in_shy","1021603","0.2","","1","0","3","1021603078"
"0","0","21","vo_adv_5216063_011","1021603","","","","","vo_adv_5216063","1021603079"
"1","10","11","……な、なに？","1021603","0","0","1","0","3","1021603080"
"","","91","","1021603","","","","","0","1021603081"
"","1","3","idle_normal","1021603","0.2","","","","3","1021603082"
"","","26","","1021603","","","","","3","1021603083"
"pointingB_loop_normal2","0","3","pointingB_in_normal2","1021603","0.2","","1","0","7","1021603084"
"0","0","21","vo_adv_5216063_012","1021603","","","","","vo_adv_5216063","1021603085"
"1","10","11","それは──エンブレムよ！","1021603","0","0","1","3","7","1021603086"
"","","91","","1021603","","","","","0","1021603087"
"","1","3","cool_idle","1021603","0.2","","","","7","1021603088"
"","","4","0","1021603","","","","","6","1021603089"
"","","25","bgm_MC345_02","1021603","","","","","bgm_MC345","1021603090"
"","1","3","sad_talk_Surprise1","1021603","0.3","","","","2","1021603091"
"0","0","21","vo_adv_5216063_013","1021603","","","","","vo_adv_5216063","1021603092"
"1","10","11","エンブレム……\nあのティーガーさまにも装着されていた\n『黒森峰』の雄々しき校章で\nございますね。","1021603","0","0","1","0","2","1021603093"
"","","91","","1021603","","","","","0","1021603094"
"","1","3","sad_idle_Joy","1021603","0.2","","","","2","1021603095"
"gutsB_talk","0","3","gutsB_in","1021603","0.2","","1","0","5","1021603096"
"0","0","21","vo_adv_5216063_014","1021603","","","","","vo_adv_5216063","1021603097"
"1","10","11","うん。\n大洗でみんなが乗った戦車にも、\n『大洗女子学園』の校章が\n塗装されてたでしょ？","1021603","0","0","1","0","5","1021603098"
"","","91","","1021603","","","","","0","1021603099"
"0","0","21","vo_adv_5216063_015","1021603","","","","","vo_adv_5216063","1021603100"
"1","10","11","『黒森峰』とは\nまた雰囲気も違う、\n親しみやすいデザインで……","1021603","0","0","1","0","5","1021603101"
"","","91","","1021603","","","","","0","1021603102"
"","1","3","wish_talk_Ex0007","1021603","0.2","","","","5","1021603103"
"0","0","21","vo_adv_5216063_016","1021603","","","","","vo_adv_5216063","1021603104"
"1","10","11","エンブレムは、\nそれぞれのチームの象徴で、\n団結の証、\nみたいなものかな！","1021603","0","0","1","0","5","1021603105"
"","","91","","1021603","","","","","0","1021603106"
"","1","3","joy_idle_Normal","1021603","0.4","","","","5","1021603107"
"","","4","0","1021603","","","","","1","1021603108"
"","","4","0","1021603","","","","","2","1021603109"
"","1","3","idle_normal","1021603","0.2","","","0","5","1021603110"
"","1","3","idle_normal","1021603","0.2","","","0","2","1021603111"
"","1","3","joy_talk","1021603","0.2","","","","4","1021603112"
"0","0","21","vo_adv_5216063_017","1021603","","","","","vo_adv_5216063","1021603113"
"1","10","11","ねえ、私たちも\nぜひ付けましょうよ。\n私たちだけのエンブレム！","1021603","0","0","1","0","4","1021603114"
"","","91","","1021603","","","","","0","1021603115"
"","1","3","idle_normal_Ex0011","1021603","0.2","","","","4","1021603116"
"","1","3","surprise_talk_Nomal2","1021603","0.2","","","","2","1021603117"
"0","0","21","vo_adv_5216063_018","1021603","","","","","vo_adv_5216063","1021603118"
"1","10","11","妙案でございます。\nわたくしたち【美食殿】の絆の証、\nこの車体の上に\nぜひとも輝かせましょう！","1021603","0","0","1","0","2","1021603119"
"","","91","","1021603","","","","","0","1021603120"
"","1","3","surprise_idle_joy","1021603","0.2","","","","2","1021603121"
"eieio_loop","0","3","eieio_in","1021603","0.2","","1","0","1","1021603122"
"0","0","21","vo_adv_5216063_019","1021603","","","","","vo_adv_5216063","1021603123"
"1","10","11","さんせーい☆\nわくわくしてきましたねっ☆","1021603","0","0","1","0","1","1021603124"
"","","91","","1021603","","","","","0","1021603125"
"","1","3","idle_normal","1021603","0.2","","","","1","1021603126"
"","1","3","joy_talk_Surprise1","1021603","0.2","","","","3","1021603127"
"0","0","21","vo_adv_5216063_020","1021603","","","","","vo_adv_5216063","1021603128"
"1","10","11","ね、\nデザインはどうするのよ？","1021603","0","0","1","0","3","1021603129"
"","","91","","1021603","","","","","0","1021603130"
"","1","3","idle_normal","1021603","0.2","","","","3","1021603131"
"","1","3","surprise_talk","1021603","0.2","","","","2","1021603132"
"0","0","21","vo_adv_5216063_021","1021603","","","","","vo_adv_5216063","1021603133"
"1","10","11","ふむ。\nわたくしたちの\n大切な戦車です。","1021603","0","0","1","0","2","1021603134"
"","","91","","1021603","","","","","0","1021603135"
"","1","3","guid_talk","1021603","0.3","","","","2","1021603136"
"0","0","21","vo_adv_5216063_022","1021603","","","","","vo_adv_5216063","1021603137"
"1","10","11","どんなモチーフにするか、\n一人ずつ案を出し合って\n良いものを決めるのは\nいかがでしょうか。","1021603","0","0","1","0","2","1021603138"
"","","91","","1021603","","","","","0","1021603139"
"","1","3","idle_normal_joy","1021603","0.2","","","","2","1021603140"
"","1","3","surprise_talk_joy","1021603","0.2","","","","4","1021603141"
"0","0","21","vo_adv_5216063_023","1021603","","","","","vo_adv_5216063","1021603142"
"1","10","11","いいわね、それ！\nそれじゃあ私は……","1021603","0","0","1","0","4","1021603143"
"","","91","","1021603","","","","","0","1021603144"
"","1","3","joy_talk","1021603","0.2","","","","4","1021603145"
"0","0","21","vo_adv_5216063_024","1021603","","","","","vo_adv_5216063","1021603146"
"1","10","11","フォークとナイフ、\nなんてどうかしら。\n【美食殿】らしいと思うの。","1021603","0","0","1","0","4","1021603147"
"","","91","","1021603","","","","","0","1021603148"
"","1","3","idle_normal_Ex0011","1021603","0.2","","","","4","1021603149"
"","","4","0","1021603","","","","","1","1021603150"
"","1","3","anger_talk_joy","1021603","0.2","","","","1","1021603151"
"0","0","21","vo_adv_5216063_025","1021603","","","","","vo_adv_5216063","1021603152"
"1","10","11","わたしはワイルドボアの\n骨付き肉がいいです☆\nおいしいんですよ♪","1021603","0","0","1","0","1","1021603153"
"","","91","","1021603","","","","","0","1021603154"
"","1","3","anger_idle_joy1_room","1021603","0.2","","","","1","1021603155"
"angry_talk","0","3","angry_in","1021603","0.2","","1","0","3","1021603156"
"0","0","21","vo_adv_5216063_026","1021603","","","","","vo_adv_5216063","1021603157"
"1","10","11","自信満々に\n魔物料理を入れるなーっ！","1021603","0","0","1","0","3","1021603158"
"","","91","","1021603","","","","","0","1021603159"
"","1","3","angry_loop","1021603","0.2","","","","3","1021603160"
"watchB_loop_Ex0004","0","3","watchB_in_Ex0004","1021603","0.2","","1","0","1","1021603161"
"0","0","21","vo_adv_5216063_027","1021603","","","","","vo_adv_5216063","1021603162"
"1","10","11","じゃあじゃあっ、\nキャルちゃんのほっぺはどうですか？\nとってもおいしそうですし♪","1021603","0","0","1","0","1","1021603163"
"","","91","","1021603","","","","","0","1021603164"
"","1","3","watchB_loop_Ex0010","1021603","0.2","","","","1","1021603165"
"panic_loop_Ex0002","0","3","panic_in_Ex0002","1021603","0.2","","1","0","3","1021603166"
"0","0","21","vo_adv_5216063_028","1021603","","","","","vo_adv_5216063","1021603167"
"1","10","11","あたしを食材のほうに含めるな！\nふしゃー！","1021603","0","0","1","0","3","1021603168"
"","","91","","1021603","","","","","0","1021603169"
"doya_idle_talk","0","3","doya_idle_angry","1021603","0.2","","1","0","3","1021603170"
"","1","3","idle_normal_talk","1021603","0.2","","","0","1","1021603171"
"","1","3","sad_idle_talk","1021603","0.2","","","0","2","1021603172"
"","1","3","idle_normal_talk","1021603","0.2","","","0","4","1021603173"
"","1","3","cool_idle_sad","1021603","0.2","","","0","7","1021603174"
"","","32","1","1021603","","","","","7","1021603175"
"wish_talk_Ex0007","0","3","wish_in_Ex0007","1021603","0.2","","1","0","5","1021603176"
"0","0","21","vo_adv_5216063_029","1021603","","","","","vo_adv_5216063","1021603177"
"1","10","11","ふふっ……♪　楽しそうだなあ……\nわたしたちにも３人で冒険した\n記念のエンブレムとか、\nあったらいいのにね。","1021603","0","0","1","0","5","1021603178"
"","","91","","1021603","","","","","0","1021603179"
"","1","3","wish_idle_Ex0011","1021603","0.2","","","","5","1021603180"
"","","4","1","1021603","","","","","6","1021603181"
"notice_loop_Ex0017","0","3","notice_in_Ex0017","1021603","0.2","","1","0","7","1021603182"
"cool_talk","0","3","cool_in","1021603","0.2","","1","0","6","1021603183"
"0","0","21","vo_adv_5216063_030","1021603","","","","","vo_adv_5216063","1021603184"
"1","10","11","どうだ、エリカ。","1021603","0","0","1","0","6","1021603185"
"","","91","","1021603","","","","","0","1021603186"
"","1","3","cool_idle","1021603","0.2","","","","6","1021603187"
"","","4","1","1021603","","","","","5","1021603188"
"idle_normal_Ex0018","0","3","thinkB_in_EX0015","1021603","0.2","","1","0.2","7","1021603189"
"idle_normal_Ex0018","0","3","thinkB_in_EX0015","1021603","0","","1","0.2","11","1021603190"
"0","0","21","vo_adv_5216063_031","1021603","","","","","vo_adv_5216063","1021603191"
"1","4","11","…………\n……\n……考えておきます。","1021603","0","0","1","3","7","1021603192"
