f5ff534ea11e99b2c7b00fea83827ce0351da80cfcc8715560040c5a4c318389,fe7ae7b78b1bc8e20d9c4eb7372207dfa7153a2b22f609eb85b3c641772f48ab,8caba80404a972b94a9412ff17312a9f425cfe45c7119aaa1037dc59150ccb4f,8dff3d25615b4ff09191303e88c4ca2f5a15202141848d950348f1c511c5ea3a,3b3fc33b2b237ed2f596b2398eecee1c4d4c1455c413f24b7e728505f1113e61,6ac7cf770c4370fa1689fd3e91f068edbbd8b975343a17b123526e414072b372,a3446d80b1b71b749332a54745152ee9972e65274de066ba355d719acdb726af,57e39a8dd22a8e5d4bf9259ddf9ed0cf2d711febcc9c364b852ea52da5e1ab63,ecc970bee923faa6438214b97455d375f22dcb93e589265cc08005afcd702728,9cd6228b2fa93a4514dbea7b16ed46d2ab6fd0937b6297810dec17fd0b9018a3,062bb252eac31bf0a380f871df865b0f6873ddd201fb202029884842b427f8f9
"12","19460002","cmn_walk","1","1","0","-1000","107811","-15","1.4875","946"
"22","19460003","cmn_swm_flutterKick","1","1","0","-910","122411","-180","1.75","946"
"-910","19460004","","31","1","","-180","122411","1","1","946"
"-910","19460005","","31","1","","-180","115","1","1","946"
"1","19460006","","23","se_10053800","","","se_fpc_water_random","","1","946"
"","19460007","","91","19460005","","","0","","","946"
"","19460008","","93","0.3","","","0","","","946"
"1","19460009","","3","107811","","","cmn_walk","","0.1","946"
"-15","19460010","","2","107911","","3.82352941176471","-150","","","946"
"-15","19460011","","2","107811","","3.82352941176471","-350","","","946"
"","19460012","","91","","","","","","","946"
"","19460013","","3","107911","0.1","46_tamaki_talk_loop","46_tamaki_talk","1","0.1","946"
"","19460014","","3","107811","0.1","46_kyaru_idle_jitome_loop","46_kyaru_idle_jitome","1","0.1","946"
"","19460015","","21","vo_fpc","","0","vo_fpc_30601","","","946"
"6","19460016","1","11","107811","0","1","みんなあれだけ泳いで\nよく飽きないわね～","0","0","946"
"","19460017","","91","0","","","","","","946"
"","19460018","","21","vo_fpc","","0","vo_fpc_30602","","","946"
"8","19460019","1","11","107911","0","1","うん？\nもしかして水場は苦手にゃ？","0","0","946"
"","19460020","","91","0","","","","","","946"
"","19460021","","3","107811","0.1","46_kyaru_talk_loop","46_kyaru_talk","1","0.1","946"
"","19460022","","21","vo_fpc","","0","vo_fpc_30603","","","946"
"6","19460023","1","11","107811","0","1","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","0","0","946"
"","19460024","","91","0","","","","","","946"
"","19460025","","3","107911","0.1","46_tamaki_nod_loop","46_tamaki_nod","1","0.1","946"
"","19460026","","21","vo_fpc","","0","vo_fpc_30604","","","946"
"7","19460027","0.5","11","107911","0","1","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","0","0","946"
"","19460028","","91","0","","","","","","946"
"-180","19460029","","2","122411","","8.64253393665158","1000","","","946"
"-180","19460030","","33","122411","","8.64253393665158","1000","","","946"
"","19460031","","93","3","","","0","","","946"
"0","19460032","","3","122411","0.1","46_hiyori_flutterKick_handWave_loop","46_hiyori_flutterKick_handWave","1","0.1","946"
"","19460033","","21","vo_fpc","","0","vo_fpc_30605","","","946"
"10","19460034","1","11","122411","0","1","あ、やっほー！","0","0","946"
"","19460035","","93","2","","","0","","","946"
"","19460036","","3","107911","0.1","46_tamaki_handwave_loop","46_tamaki_handwave","1","0.1","946"
"","19460037","","3","107811","0.1","46_kyaru_idle_smile_loop","46_kyaru_idle_smile","1","0.1","946"
"","19460038","","93","1.5","","","0","","","946"
"","19460039","","21","vo_fpc","","0","vo_fpc_30606","","","946"
"6","19460040","1","11","107911","0","1","やっほー\nまあ、当然例外もいるけどにゃ。","0","0","946"
"","19460041","","91","0","","","","","","946"
"0","19460042","","3","107911","0.1","46_tamaki_talk2_loop","46_tamaki_talk2","1","0.1","946"
"","19460043","","21","vo_fpc","","0","vo_fpc_30607","","","946"
"5","19460044","0.5","11","107811","0","1","そうね。\n…にしても元気ねえ。","0","0","946"
"","19460045","","91","0","","","","","","946"
"0","19460046","","3","107811","0.1","46_kyaru_idle_normal_loop","46_kyaru_idle_normal","1","0.1","946"
"","19460047","","93","0.5","","","0","","","946"
"","19460048","","32","115","","","0","","","946"
"","19460049","","32","122411","","","0","","","946"
"-180","19460050","","2","122411","","0","-910","","","946"
"-180","19460051","","33","115","","0","-910","","","946"
"-180","19460052","","2","122411","","4.80140774258421","1000","","","946"
"-180","19460053","","33","115","","4.80140774258421","1000","","","946"
"","19460054","","32","115","","","1","","","946"
"1","19460055","","3","122411","","","46_hiyori_flutterKickFast","","0.1","946"
"","19460056","","93","1.5","","","0","","","946"
"","19460057","","21","vo_fpc","","0","vo_fpc_30608","","","946"
"15","19460058","1","11","122411","0","1","わーい！","0","0","946"
"","19460059","","93","0.766666666666667","","","0","","","946"
"","19460060","","93","1.5","","","0","","","946"
"","19460061","","91","19460052","","","","","","946"
"","19460062","","3","107911","0.1","46_tamaki_talk3_loop","46_tamaki_talk3","1","0.1","946"
"","19460063","","21","vo_fpc","","0","vo_fpc_30609","","","946"
"10","19460064","0.5","11","107911","0","1","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","0","0","946"
"","19460065","","91","0","","","","","","946"
"0","19460066","","3","107811","0.1","46_kyaru_idle_normal2_loop","46_kyaru_idle_normal2","1","0.1","946"
"","19460067","","32","115","","","0","","","946"
"-180","19460068","","2","122411","","0","-910","","","946"
"-180","19460069","","33","115","","0","-910","","","946"
"-180","19460070","","2","122411","","2.1606334841629","1000","","","946"
"-180","19460071","","33","115","","2.1606334841629","1000","","","946"
"","19460072","","32","115","","","1","","","946"
"0","19460073","","23","se_10053800","","","se_10053800_946_hiyori","","1","946"
"","19460074","","93","0.5","","","0","","","946"
"","19460075","","21","vo_fpc","","0","vo_fpc_30610","","","946"
"20","19460076","1","11","122411","0","1","わー！","0","0","946"
"","19460077","","93","0.65","","","0","","","946"
"","19460078","","93","1.5","","","0","","","946"
"0","19460079","","3","107811","0.1","46_kyaru_surprise_loop","46_kyaru_surprise","1","0.1","946"
"","19460080","","3","107911","0.1","46_tamaki_talk4_loop","46_tamaki_talk4","1","0.1","946"
"","19460081","","21","vo_fpc","","0","vo_fpc_30611","","","946"
"10","19460082","0.5","11","107811","0","1","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","0","0","946"
"","19460083","","91","0","","","","","","946"
"","19460084","","32","115","","","0","","","946"
"-180","19460085","","2","122411","","0","-910","","","946"
"-180","19460086","","33","115","","0","-910","","","946"
"-180","19460087","","2","122411","","2.1606334841629","1000","","","946"
"-180","19460088","","33","115","","2.1606334841629","1000","","","946"
"","19460089","","32","115","","","1","","","946"
"0","19460090","","23","se_10053800","","","se_10053800_946_hiyori","","1","946"
"","19460091","","93","0.5","","","0","","","946"
"","19460092","","21","vo_fpc","","0","vo_fpc_30612","","","946"
"20","19460093","1","11","122411","0","1","たーのしー！","0","0","946"
"","19460094","","93","0.8","","","0","","","946"
"","19460095","","93","1.5","","","0","","","946"
"1","19460096","","3","107911","","","46_cmn_run","","0.1","946"
"1","19460097","","3","107811","","","46_cmn_run","","0.1","946"
"-15","19460098","","2","107911","","2.8657616892911","800","","","946"
"-15","19460099","","2","107811","","3.46907993966818","800","","","946"
"","19460100","","91","0","","","","","","946"
"22","19470001","cmn_float_r","1","1","0","-850","129411","-180","1.75","947"
"23","19470002","empty","5","3","0","320","31","-180","1.75","947"
"12","19470003","cmn_float","1","1","0","-1100","129511","-125","1.75","947"
"13","19470004","empty","5","3","0","70","32","-125","1.75","947"
"22","19470005","47_yuni_float","5","26","0","-900","26","-180","1.75","947"
"-820","19470006","","31","6","","-180","61","1","1","947"
"320","19470007","","31","4","","-180","41","1","0","947"
"320","19470008","","31","103","","-180","1031","1","0","947"
"320","19470009","","31","124","","-180","1241","1","0","947"
"320","19470010","","31","9","","-180","91","1","0","947"
"850","19470011","","31","10","","-180","101","1","1","947"
"-1100","19470012","","31","6","","-125","62","1","1","947"
"70","19470013","","31","4","","-125","42","1","0","947"
"70","19470014","","31","103","","-125","1032","1","0","947"
"70","19470015","","31","124","","-125","1242","1","0","947"
"70","19470016","","31","9","","-125","92","1","0","947"
"850","19470017","","31","10","","-125","102","1","1","947"
"-900","19470018","","31","102","","-180","26","1","1","947"
"-975","19470019","","31","1009","","0","1009","1","0","947"
"-310","19470020","","31","1010","","0","1010","1","0","947"
"570","19470021","","31","1011","","30","1011","1","0","947"
"1","19470022","","23","se_10053800","","","se_fpc_water_random","","1","947"
"","19470023","","91","19470021","","","","","","947"
"1","19470024","","3","129411","","","cmn_float_r","","0.1","947"
"-180","19470025","","2","129411","","6.88235294117647","320","12","","947"
"-180","19470026","","33","61","","6.88235294117647","350","12","","947"
"-125","19470027","","2","129511","","6.88235294117647","70","12","","947"
"-125","19470028","","33","62","","6.88235294117647","70","12","","947"
"0","19470029","","33","1009","","6.88235294117647","195","12","","947"
"","19470030","","32","1009","","","1","","","947"
"","19470031","","91","19470025","","","","","","947"
"-180","19470032","","2","26","","4.55882352941176","-280","12","","947"
"-180","19470033","","33","26","","4.55882352941176","-280","12","","947"
"","19470034","","91","19470032","","","","","","947"
"","19470035","","32","1009","","","0","","","947"
"","19470036","","21","vo_fpc","","0","vo_fpc_30701","","","947"
"5","19470037","0.5","11","26","0","1","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","0","0","947"
"","19470038","","91","0","","","","","","947"
"","19470039","","21","vo_fpc","","0","vo_fpc_30702","","","947"
"5","19470040","1","11","26","0","1","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","0","0","947"
"","19470041","","91","0","","","","","","947"
"0","19470042","","3","129511","0.1","47_cmn_surprise_loop","47_chieru_surprise_in","1","0.1","947"
"-125","19470043","","33","62","","0.2","100","12","","947"
"0","19470044","","3","129411","0.1","47_cmn_surprise_loop","47_kuroe_surprise_in","1","0.1","947"
"","19470045","","21","vo_fpc","","0","vo_fpc_30703","","","947"
"17","19470046","0.5","11","129411","0","1","ちょっ…\n何やってンのよ、探さんと…！","0","0","947"
"","19470047","","91","0","","","","","","947"
"0","19470048","","3","129411","0.1","cmn_swm_diving","47_cmn_diving_in","1","0.1","947"
"","19470049","","93","0.2","","","0","","","947"
"","19470050","","32","61","","","0","","","947"
"","19470051","","32","1031","","","1","","","947"
"","19470052","","32","91","","","1","","","947"
"-180","19470053","","2","129411","","1.59879336349925","850","","","947"
"-180","19470054","","33","91","","1.59879336349925","850","","","947"
"0","19470055","","3","129511","0.1","cmn_swm_diving","47_cmn_diving_in","1","0.1","947"
"","19470056","","93","0.2","","","0","","","947"
"","19470057","","32","62","","","0","","","947"
"","19470058","","32","1032","","","1","","","947"
"","19470059","","32","92","","","1","","","947"
"-125","19470060","","2","129511","","1.96078431372549","850","","","947"
"-125","19470061","","33","92","","1.96078431372549","850","","","947"
"","19470062","","91","19470060","","","","","","947"
"","19470063","","32","91","","","0","","","947"
"","19470064","","32","92","","","0","","","947"
"-125","19470065","","2","129511","","2.94117647058824","70","12","","947"
"-125","19470066","","33","102","","2.94117647058824","70","12","","947"
"1","19470067","","3","129511","","","cmn_swm_diving_r","","0.1","947"
"","19470068","","93","1","","","0","","","947"
"","19470069","","21","vo_fpc","","0","vo_fpc_30704","","","947"
"10","19470070","0.5","11","26","0","1","あった？","0","0","947"
"","19470071","","93","0.9","","","0","","","947"
"","19470072","","93","1","","","0","","","947"
"","19470073","","91","19470065","","","","","","947"
"0","19470074","","3","26","0.1","47_yuni_surprise_loop","47_yuni_surprise_in","1","0.1","947"
"0","19470075","","3","129511","0.1","47_cmn_item_loop","47_cmn_item_in","1","0.1","947"
"0","19470076","","3","32","0.1","47_cmn_item_loop_book","47_cmn_item_in_book","1","0.1","947"
"","19470077","","93","0.2","","","0","","","947"
"","19470078","","32","42","","","1","","","947"
"","19470079","","32","1242","","","1","","","947"
"","19470080","","32","102","","","0","","","947"
"","19470081","","21","vo_fpc","","0","vo_fpc_30705","","","947"
"10","19470082","1","11","129511","0","1","ユニ先輩の本がありました。","0","0","947"
"","19470083","","93","1.8","","","0","","","947"
"-180","19470084","","2","129411","","1.99849170437406","320","12","","947"
"-180","19470085","","33","101","","1.99849170437406","320","12","","947"
"1","19470086","","3","129411","","","cmn_swm_diving_r","","0.1","947"
"","19470087","","93","1.5","","","0","","","947"
"","19470088","","91","19470084","","","","","","947"
"0","19470089","","3","129411","0.1","47_cmn_item_loop","47_cmn_item_in","1","0.1","947"
"0","19470090","","3","31","0.1","47_cmn_item_loop_weapon","47_cmn_item_in_weapon","1","0.1","947"
"","19470091","","93","0.2","","","0","","","947"
"","19470092","","32","41","","","1","","","947"
"","19470093","","32","1241","","","1","","","947"
"","19470094","","32","101","","","0","","","947"
"","19470095","","21","vo_fpc","","0","vo_fpc_30706","","","947"
"10","19470096","1","11","129411","70","1","ユニ先輩の斧だか槍だかがありました。","0","0","947"
"","19470097","","91","0","","","","","","947"
"","19470098","","32","1011","","","1","","","947"
"","19470099","","21","vo_fpc","","0","vo_fpc_30707","","","947"
"8","19470100","1","11","26","140","1","ぽーん！\nドクター・ユニに警告！\nプールはゴミ箱じゃありません！","0","730","947"
"","19470101","","93","5.25","","","0","","","947"
"","19470102","","93","1.5","","","0","","","947"
"1","19470103","","3","26","","","47_yuni_float","","0.3","947"
"","19470104","","32","1010","","","1","","","947"
"","19470105","","93","1.5","","","0","","","947"
"0","19470106","","3","129511","0.1","cmn_float","47_cmn_float_in","1","0.1","947"
"0","19470107","","3","32","0.1","empty","47_cmn_float_in_book","0","0.1","947"
"0","19470108","","3","129411","0.1","cmn_float","47_cmn_float_in","1","0.1","947"
"0","19470109","","3","31","0.1","empty","47_cmn_float_in_weapon","0","0.1","947"
"","19470110","","93","1.1","","","0","","","947"
"-180","19470111","","2","129411","","3.07692307692308","1000","","","947"
"-180","19470112","","33","41","","3.07692307692308","1000","","","947"
