8355d924a4f76e67bc9cc54c24924f641b6138c4b058eeac61a6aab9d9df91be,d37cdb8d1200a8b78c6b2aa63094b67315c6901457901f3806da5a6f2a1a0b92,8e7dff2dfd5cc0bffb141ab477d9ec101f15a0663d621e4674814e23c0aabc89,c18331724d88be10797a8e596799e08a4f99cc4a011e39d3f141e9707e2188fc,82cf98b0c1ffcaeeb06b27dfd50850684cf21a4eddeb012e266e9aef9e53100f,ad8cdcd6b166f98ff7c5efadbd64d15848fa659a6b3355c71f131e719f06f068,681971086a77d7201e0abfc40a022b0bb6a5069643b10f0076b8390969f0a29e,616886c7c853c2f0b5ef673f9428a6342dcf089c2d30e7471a348665b40e45bf,be6790df93efeebb1fa65b2e1e0bed26f3543f79b656e2528e230717384a7718,4709c7ff9c54e8787bf6ce538a001a6b0b608eb729568a696239795c04876f91,13eeaaf5de874f20365f1ffc12b807688f180d8ef846af1fa4db69e61e2550c4
"wac_birthday_reaction_05","0.2","","1","39314024","3","103811","wac_birthday_reaction_03","0","0.2","39314"
"","","","","39314025","93","0.3","","","","39314"
"wac_birthday_run_01","","","","39314026","3","105211","","1","0.2","39314"
"0","","","","39314027","2","105211","3","-70","","39314"
"","","","","39314028","93","2.5","","","","39314"
"1","","","","39314029","32","602","","","","39314"
"","","","","39314030","93","0.6","","","","39314"
"0","","","","39314031","32","600","","","","39314"
"0","","","","39314032","32","610","","","","39314"
"0","","","","39314033","32","604","","","","39314"
"1","","","","39314034","32","701","","","","39314"
"0","","","","39314035","33","970","0.01","0","","39314"
"wac_birthday_blowout_01","0.2","","1","39314036","3","105211","wac_birthday_wish_03","0","0.2","39314"
"-200","","","","39314037","2","105211","0.01","-330","","39314"
"wac_birthday_idle_normal","","","","39314038","3","103311","","1","0.2","39314"
"180","","","","39314039","2","103311","0.01","-320","","39314"
"wac_birthday_idle_smile","","","","39314040","3","102611","","1","0.2","39314"
"280","","","","39314041","2","102611","0.01","-360","","39314"
"wac_birthday_idle_smile","","","","39314042","3","103811","","1","0.2","39314"
"430","","","","39314043","2","103811","0.01","-340","","39314"
"","","","","39314044","93","0","","","","39314"
"1","","","","39314045","32","800","","","","39314"
"","","","","39314046","93","0.7","","","","39314"
"1","","","","39314047","32","702","","","","39314"
"","","","","39314048","93","0.5","","","","39314"
"se_sys_login_birthday_blow_candle","","","","39314049","23","se_common","","0","","39314"
"0","","","","39314050","32","701","","","","39314"
"","","","","39314051","93","0.4","","","","39314"
"se_sys_login_birthday_cracker","","","","39314052","23","se_common","","0","","39314"
"1","","","","39314053","32","700","","","","39314"
"se_sys_login_birthday_calendar_applause","","","","39314054","23","se_common","","0","","39314"
"wac_birthday_clap","0.2","","1","39314055","3","103311","wac_birthday_idle_normal","0","0.2","39314"
"","","","","39314056","93","0.1","","","","39314"
"wac_birthday_clap","0.2","","1","39314057","3","102611","wac_birthday_idle_smile","0","0.2","39314"
"","","","","39314058","93","0.1","","","","39314"
"wac_birthday_clap","0.2","","1","39314059","3","103811","wac_birthday_idle_smile","0","0.2","39314"
"","","","","39314060","93","2","","","","39314"
"","","","","39314061","131","1","","","","39314"
"vo_wac_39314_000","","","","39314062","21","vo_wac_39314","0","0","","39314"
"誕生日のお祝い、ありがと～♪\nこんなふうに毎年、みんなでケーキを\n食べられてうれしいわ♪","0","0.5","1","39314063","11","105211","1","10","0","39314"
"","","","","39314064","91","0","","","","39314"
"wac_birthday_rima_wish_to_idle_normal","","","1","39314065","3","105211","wac_birthday_idle_normal","0","0.2","39314"
"wac_birthday_talk_smile","","","","39314066","3","103311","","1","0.2","39314"
"vo_wac_39314_001","","","","39314067","21","vo_wac_39314","0","0","","39314"
"リマリマには、いつも助けて\nもらってるからな～\nこういう時に、しっかり\nお返ししとかねぇと！","0","0.5","1","39314068","11","103311","1","10","0","39314"
"","","","","39314069","91","0","","","","39314"
"wac_birthday_idle_smile","","","","39314070","3","103311","","1","0.2","39314"
"wac_birthday_talk_normal","","","","39314071","3","102611","","1","0.2","39314"
"vo_wac_39314_002","","","","39314072","21","vo_wac_39314","0","0","","39314"
"うんうん、ホントにね～\nリマのおかげで、\nあたしはぐうたらし放題な\nところあるしさ～","0","0.5","1","39314073","11","102611","1","10","0","39314"
"","","","","39314074","91","0","","","","39314"
"wac_birthday_idle_normal","","","","39314075","3","102611","","1","0.2","39314"
"wac_birthday_talk_wish","","","","39314076","3","103811","","1","0.2","39314"
"vo_wac_39314_003","","","","39314077","21","vo_wac_39314","0","0","","39314"
"私も、病気がちで……\nリマさんにお仕事を代わって\nもらった日もありました。\nいつも、ありがとうございます……♪","0","0.5","1","39314078","11","103811","1","10","0","39314"
"","","","","39314079","91","0","","","","39314"
"wac_birthday_idle_wish","","","","39314080","3","103811","","1","0.2","39314"
"wac_birthday_talk_doya","","","","39314081","3","105211","","1","0.2","39314"
"vo_wac_39314_004","","","","39314082","21","vo_wac_39314","0","0","","39314"
"リンちゃんには言いたいことも\nあるけど……まぁ、今日はいいわ。\n私たちは牧場の仲間なんだから、\nこれからも助け合っていきましょ♪","0","0.5","1","39314083","11","105211","1","10","0","39314"
"","","","","39314084","91","0","","","","39314"
"","","","","39314085","22","0","","","","39314"
"bgm_M321_2C","","","","39514001","25","bgm_M321","","","","39514"
"103411","0","wac_birthday_idle_normal","-70","39514002","1","1","-1000","250","2","39514"
"103211","1","wac_birthday_idle_doya","-270","39514003","1","1","200","256","2","39514"
"104811","1","wac_birthday_idle_normal","-310","39514004","1","1","310","258","2","39514"
"104611","1","wac_birthday_idle_smile","-290","39514005","1","1","450","257","2","39514"
"300","","","","39514006","13","103411","","","","39514"
"300","","","","39514007","13","103211","","","","39514"
"300","","","","39514008","13","104811","","","","39514"
"300","","","","39514009","13","104611","","","","39514"
"600","","","1","39514010","31","600","0","0","1","39514"
"602","","","1","39514011","31","602","0","0","0","39514"
"603","","","1","39514012","31","603","0","0","0","39514"
"604","","","1","39514013","31","604","60","30","1","39514"
"610","","","1","39514014","31","610","0","0","1","39514"
"700","","","1","39514015","31","700","0","0","0","39514"
"701","","","1","39514016","31","701","0","0","0","39514"
"702","","","1","39514017","31","702","0","0","0","39514"
"800","","","1","39514018","31","800","0","0","0","39514"
"971","","","1","39514019","31","971","60","30","1","39514"
"","","","","39514020","93","1","","","","39514"
"wac_birthday_reaction_01","0.2","","1","39514021","3","104811","wac_birthday_reaction_03","0","0.2","39514"
"","","","","39514022","93","0.1","","","","39514"
"wac_birthday_reaction_05","0.2","","1","39514023","3","103211","wac_birthday_reaction_04","0","0.2","39514"
"wac_birthday_reaction_02","0.2","","1","39514024","3","104611","wac_birthday_reaction_03","0","0.2","39514"
"","","","","39514025","93","0.3","","","","39514"
"wac_birthday_yukari_run_01","","","","39514026","3","103411","","1","0.2","39514"
"0","","","","39514027","2","103411","3","-70","","39514"
"","","","","39514028","93","2.5","","","","39514"
"1","","","","39514029","32","602","","","","39514"
"","","","","39514030","93","0.6","","","","39514"
"0","","","","39514031","32","600","","","","39514"
"0","","","","39514032","32","610","","","","39514"
"0","","","","39514033","32","604","","","","39514"
"1","","","","39514034","32","701","","","","39514"
"0","","","","39514035","33","971","0.01","0","","39514"
"wac_birthday_yukari_blowout_03","0.2","","1","39514036","3","103411","wac_birthday_yukari_wish_05","0","0.2","39514"
"-200","","","","39514037","2","103411","0.01","-330","","39514"
"wac_birthday_idle_doya","","","","39514038","3","103211","","1","0.2","39514"
"180","","","","39514039","2","103211","0.01","-320","","39514"
"wac_birthday_idle_normal","","","","39514040","3","104811","","1","0.2","39514"
"290","","","","39514041","2","104811","0.01","-360","","39514"
"wac_birthday_idle_smile","","","","39514042","3","104611","","1","0.2","39514"
"440","","","","39514043","2","104611","0.01","-340","","39514"
"","","","","39514044","93","0","","","","39514"
"1","","","","39514045","32","800","","","","39514"
"","","","","39514046","93","0.7","","","","39514"
"1","","","","39514047","32","702","","","","39514"
"","","","","39514048","93","0.5","","","","39514"
"se_sys_login_birthday_blow_candle","","","","39514049","23","se_common","","0","","39514"
"0","","","","39514050","32","701","","","","39514"
"","","","","39514051","93","0.4","","","","39514"
"se_sys_login_birthday_cracker","","","","39514052","23","se_common","","0","","39514"
"1","","","","39514053","32","700","","","","39514"
"se_sys_login_birthday_calendar_applause","","","","39514054","23","se_common","","0","","39514"
"wac_birthday_clap","0.2","","1","39514055","3","103211","wac_birthday_idle_doya","0","0.2","39514"
"","","","","39514056","93","0.1","","","","39514"
"wac_birthday_clap","0.2","","1","39514057","3","104811","wac_birthday_idle_normal","0","0.2","39514"
"","","","","39514058","93","0.1","","","","39514"
"wac_birthday_clap","0.2","","1","39514059","3","104611","wac_birthday_idle_smile","0","0.2","39514"
"","","","","39514060","93","2","","","","39514"
"","","","","39514061","131","1","","","","39514"
"vo_wac_39514_000","","","","39514062","21","vo_wac_39514","0","0","","39514"
"うぅ……ぐすっ……ありがと～！！\nお誕生日を、こんなに、盛大に\nお祝いしてくれるなんて～！！","0","0.5","1","39514063","11","103411","1","10","0","39514"
"","","","","39514064","91","0","","","","39514"
"wac_birthday_yukari_idle_sad","","","","39514065","3","103411","","1","0.2","39514"
"wac_birthday_talk_normal","","","","39514066","3","103211","","1","0.2","39514"
"vo_wac_39514_001","","","","39514067","21","vo_wac_39514","0","0","","39514"
"よ、喜んでいただけたのは\nうれしいのですが……ユカリさん、\n様子がおかしくありませんこと？","0","0.5","1","39514068","11","103211","1","10","0","39514"
"","","","","39514069","91","0","","","","39514"
"wac_birthday_idle_normal","","","","39514070","3","103211","","1","0.2","39514"
"wac_birthday_talk_sad","","","","39514071","3","104811","","1","0.2","39514"
"vo_wac_39514_002","","","","39514072","21","vo_wac_39514","0","0","","39514"
"さっきまでお礼のスピーチを\n考えてたらしいんだけど、\nいいアイデアが浮かばないからって、\n麦しゅわを飲んじゃったのよね……","0","0.5","1","39514073","11","104811","1","10","0","39514"
"","","","","39514074","91","0","","","","39514"
"wac_birthday_idle_sad","","","","39514075","3","104811","","1","0.2","39514"
"wac_birthday_yukari_talk_doya","","","","39514076","3","103411","","1","0.2","39514"
"vo_wac_39514_003","","","","39514077","21","vo_wac_39514","0","0","","39514"
"そういうこと～……ひっく！\nそれで～、思ったんだけど～……\n感謝は～行動で示すべきだよね～♪\nだから、一人ずつ抱きしめま～す！","0","0.5","1","39514078","11","103411","1","10","0","39514"
"1","","","","39514079","93","10","","","","39514"
"wac_birthday_yukari_talk_hug1","","","","39514080","3","103411","","1","0.2","39514"
"","","","","39514081","91","39514078","","","","39514"
"wac_birthday_yukari_idle_hug1","","","","39514082","3","103411","","1","0.2","39514"
"wac_birthday_talk_anger","","","","39514083","3","104611","","1","0.2","39514"
"vo_wac_39514_004","","","","39514084","21","vo_wac_39514","0","0","","39514"
"完全にブレーキがぶっ壊れてるにゃ！\nちょっ、やめっ、やめるにゃ！！\nそんなふうにされると顔が胸に\n埋まって、息ができな……がくっ。","0","0.5","1","39514085","11","104611","1","10","0","39514"
"1","","","","39514086","93","10","","","","39514"
"wac_birthday_tamaki_tired","","","","39514087","3","104611","","1","0.2","39514"
"","","","","39514088","91","39514085","","","","39514"
"wac_birthday_yukari_talk_hug2","","","","39514089","3","103411","","1","0.2","39514"
"vo_wac_39514_005","","","","39514090","21","vo_wac_39514","0","0","","39514"
"ほら～、キミも～こっち来て～！\nいっぱい、抱きしめてあげるからね～♪\n……なんで逃げるのよ～！？","0","0.5","1","39514091","11","103411","1","10","0","39514"
"1","","","","39514092","93","7","","","","39514"
"wac_birthday_yukari_talk_anger","","","","39514093","3","103411","","1","0.2","39514"
"","","","","39514094","91","39514091","","","","39514"
"","","","","39514095","22","0","","","","39514"
"bgm_M321_2C","","","","40314001","25","bgm_M321","","","","40314"
"107011","0","wac_birthday_idle_normal","-70","40314002","1","1","-1000","250","2","40314"
"105211","1","wac_birthday_idle_wish","-290","40314003","1","1","310","256","2","40314"
"300","","","","40314004","13","107011","","","","40314"
"300","","","","40314005","13","105211","","","","40314"
"600","","","1","40314006","31","600","0","0","1","40314"
"602","","","1","40314007","31","602","0","0","0","40314"
"603","","","1","40314008","31","603","0","0","0","40314"
"604","","","1","40314009","31","604","60","30","1","40314"
"610","","","1","40314010","31","610","0","0","1","40314"
"700","","","1","40314011","31","700","0","0","0","40314"
"701","","","1","40314012","31","701","0","0","0","40314"
"702","","","1","40314013","31","702","0","0","0","40314"
"800","","","1","40314014","31","800","0","0","0","40314"
"972","","","1","40314015","31","972","60","30","1","40314"
"","","","","40314016","93","1","","","","40314"
"wac_birthday_reaction_01","0.2","","1","40314017","3","105211","wac_birthday_reaction_03","0","0.2","40314"
"","","","","40314018","93","0.4","","","","40314"
"wac_birthday_neneka_run_03","","","","40314019","3","107011","","1","0.2","40314"
"0","","","","40314020","2","107011","3","-70","","40314"
"","","","","40314021","93","2.5","","","","40314"
"1","","","","40314022","32","602","","","","40314"
"","","","","40314023","93","0.6","","","","40314"
"0","","","","40314024","32","600","","","","40314"
"0","","","","40314025","32","610","","","","40314"
"0","","","","40314026","32","604","","","","40314"
"1","","","","40314027","32","701","","","","40314"
"0","","","","40314028","33","972","0.01","0","","40314"
