484e350b06b7b61db6b2b88c00d036774bd7744a1e7b81df8522c916350c0831,283e10338d86519f9521b38f252659fce02febdcedd26b7eff92fa3844e26532,4a97e33b0213b97ce6f219e5a36bdedf48d8318c381345e26025afe80bc5eea1,1e87237963fc2b49c77476ca62676438fc512458a97c005d9e74ae6caf501bcd,c6f1b728f3e8de746f3560c227515f72c497a218f580cfa857c0c6b4f0e59e92,3e5475b95efefb4f3d75c4275e9894d84e3dafa11cabf0d86c5b74d1f610794b,42f4928e72fc61c74f5ec56c56ac7109fc4f407e3ef1faac9be56a4ed5eac0af,f8cf7734732c85a23c5633f437c472073d41e78bc8f113b7dae1ca77fda5778f,5a8d9e1503e7589407334397ecdf60f2121b39c4362d17ebbd0f586217e1cce9,ba618bcdec8794aaffb0c7f7b8569478da90cfadc9c0408cb179c34312d54c08,3aefde05799987c7fa0a5be40df63e2057d1ed864c32eeb0631eaa6342092ea0,dd63ccdcb91195e64704e4b38d9d7a512796501a30c78cd8140c089273786d28,f1cc9bf24fbf4ea920f25952e6cdca7c1f5026eedb6e2526b1c45ed704eafc94,8f083b6b4edca7f4f1e31b5ca5adac7da40bf64cf467e7a6fc4eb9c32e50424f,1b8debf669ac0ef3b5a9d1c73cacb0a3185471742aae773acce750e2b0032409,cd9c35c77e11bb59671ea0512cf5cfff1d8c9198462c96c0393dbcdd594019c5,77c83ba0dc62098d7821914f7e0a2d0a8ae6eeab2523d4b239f84c35b31360e4,29ebc5d8778eded9db82a16578f46db7c40a189c4d75b0555c7de4cca54ef00e,85120ff60bdcd325c2e560e174b81408e335481e2590c19093f024824b6500a9,38a836b5a78905ab34f963439f32b64de1bb9aaa3dc1020e48b07baa901c57bf,3b900a56682e080b3855402a2b97176a61f9dafb24b4d83593028133d7aa4358,8bac3055090d58b2831a0bf77516c562b1c0cbde5ff67f9dfcfb3b1875f5415f,ef16951c9180632ef3626562de2cbdbb18c0f741a55cae65c6eefcf2ee4024d9,c52a1ba3fd6850f7bfa5616275aa48dc2fb04c9b63fe60f937aa7a1c7c4667b6,50ab20e11fd6f4bb1e4af7d6e9b02d21dc9d9917cd9247caf334f23197c7555f,fafdbd8c3e840757a2afc8504e27182a47d6dc55dfbc26e5558ea491817cbbd2,3c8a6f559dca3ff81ae03ab442720e39f1f2bfbaed9b1823cd50ad25f7053183,e22d6b5b709a5d74483abeaec5ac3aa976f2c08d063ea950fb1d96e170836da4,ad65839024c8d3095f779cae7daab01f6699008f52aeeb7f853f671fd68d4a1a,e4d63e367eb3b12038ef13808022d23e4ad841d876918e3d18c2236a48dda448,aeef5418b05b72eb1756bb40b9250bb4c8413f433bb04777115eb32071f660b4,0ff4e2ce9c7a924030314575025804b6966619d7afccc108bc36ed96e67a51ad,884596ff252a79bde0499953af510228b087d0b4a60beb78817c8f95bec1e552,c78cec1e939b6e32849b7fe662e092679f899474788616a4da8a0df00971feb6,3a67a83d001bc5296d5e0725bea22702f4d5322f7687d5d14566d49c6535f277,5e6a6f9bc0827e7335d387adf7ca96539c5dcf798a71e52b02f4a95215af2b42,27a85876258f98df1a4e947849ee718562f6fd51759bcce879d583d2987e8144,5fbfb980522ec44afbbc6cbf2c316c2598f77bd651c9843c63ed3c7aed3ede6e,5c6459f386907cd94814c273fe295c87d3e2275d049be3b8064f52ff5a6b93e2,07f4d902ceaed07e233b186741b9a3799ea19d778521bfe6f1df14b6368c6995
"9","9","0","9","9","0","1","0","9","0","9","9","0","9","0","9","0","9","160","9","9","0","0","1159","200000006","9","9","9","1","10","9","203700","10","9","30","7","1","0","9","670370009"
"10","10","0","10","10","0","1","0","10","0","10","10","0","10","0","10","0","10","171","10","10","0","0","1191","200000006","10","10","10","1","10","10","203700","10","10","30","7","1","0","10","670370010"
"11","11","0","11","11","0","1","0","11","0","11","11","0","11","0","11","0","11","182","11","11","0","0","1225","200000006","11","11","10","1","10","11","203700","10","11","30","7","1","0","11","670370011"
"12","12","0","12","12","0","1","0","12","0","12","12","0","12","0","12","0","12","193","12","12","0","0","1257","200000006","12","12","10","1","10","12","203700","10","12","30","7","1","0","12","670370012"
"13","13","0","13","13","0","1","0","13","0","13","13","0","13","0","13","0","13","213","13","13","0","0","1489","200000006","13","13","11","1","10","13","203700","10","13","30","8","1","0","13","670370013"
"14","14","0","14","14","0","1","0","14","0","14","14","0","14","0","14","0","14","233","14","14","0","0","1721","200000006","14","14","11","1","10","14","203700","10","14","30","9","1","0","14","670370014"
"15","15","0","15","15","0","1","0","15","0","15","15","0","15","0","15","0","15","252","15","15","0","0","1953","200000006","15","15","12","1","10","15","203700","10","15","30","9","1","0","15","670370015"
"16","16","0","16","16","0","1","0","16","0","16","16","0","16","0","16","0","16","272","16","16","0","0","2185","200000006","16","16","13","1","10","16","203700","10","16","30","10","1","0","16","670370016"
"17","17","0","17","17","0","1","0","17","0","17","17","0","17","0","17","0","17","292","17","17","0","0","2417","200000006","17","17","14","1","10","17","203700","10","17","30","11","1","0","17","670370017"
"18","18","0","18","18","0","1","0","18","0","18","18","0","18","0","18","0","18","312","18","18","0","0","2649","200000006","18","18","15","1","10","18","203700","10","18","30","12","1","0","18","670370018"
"19","19","0","19","19","0","1","0","19","0","19","19","0","19","0","19","0","19","332","19","19","0","0","2881","200000006","19","19","15","1","10","19","203700","10","19","30","12","1","0","19","670370019"
"20","20","0","20","20","0","1","0","20","0","20","20","0","20","0","20","0","20","351","20","20","0","0","3113","200000006","20","20","16","1","10","20","203700","10","20","30","12","1","0","20","670370020"
"21","21","0","21","21","0","1","0","21","0","21","21","0","21","0","21","0","21","362","21","21","0","0","3284","200000006","21","21","16","1","10","21","203700","10","21","30","12","1","0","21","670370021"
"22","22","0","22","22","0","1","0","22","0","22","22","0","22","0","22","0","22","373","22","22","0","0","3455","200000006","22","22","16","1","10","22","203700","10","22","30","12","1","0","22","670370022"
"23","23","0","23","23","0","1","0","23","0","23","23","0","23","0","23","0","23","384","23","23","0","0","3625","200000006","23","23","16","1","10","23","203700","10","23","30","12","1","0","23","670370023"
"24","24","0","24","24","0","1","0","24","0","24","24","0","24","0","24","0","24","445","24","24","0","0","3602","200000006","24","24","24","1","10","24","203700","10","24","30","20","1","0","24","670370024"
"25","25","0","25","25","0","1","0","25","0","25","25","0","25","0","25","0","25","467","25","25","0","0","3907","200000006","25","25","24","1","10","25","203700","10","25","30","20","1","0","25","670370025"
"26","26","0","26","26","0","1","0","26","0","26","26","0","26","0","26","0","26","490","26","26","0","0","4214","200000006","26","26","24","1","10","26","203700","10","26","30","20","1","0","26","670370026"
"27","27","0","27","27","0","1","0","27","0","27","27","0","27","0","27","0","27","512","27","27","0","0","4520","200000006","27","27","25","1","10","27","203700","10","27","30","20","1","0","27","670370027"
"28","28","0","28","28","0","1","0","28","0","28","28","0","28","0","28","0","28","535","28","28","0","0","4825","200000006","28","28","25","1","10","28","203700","10","28","30","21","1","0","28","670370028"
"29","29","0","29","29","0","1","0","29","0","29","29","0","29","0","29","0","29","557","29","29","0","0","5132","200000006","29","29","26","1","10","29","203700","10","29","30","21","1","0","29","670370029"
"30","30","0","30","30","0","1","0","30","0","30","30","0","30","0","30","0","30","580","30","30","0","0","5437","200000006","30","30","26","1","10","30","203700","10","30","30","21","1","0","30","670370030"
"31","31","0","31","31","0","1","0","31","0","31","31","0","31","0","31","0","31","587","31","31","0","0","5739","200000006","31","31","26","1","10","31","203700","10","31","30","21","1","0","31","670370031"
"32","32","0","32","32","0","1","0","32","0","32","32","0","32","0","32","0","32","594","32","32","0","0","6039","200000006","32","32","26","1","10","32","203700","10","32","30","21","1","0","32","670370032"
"33","33","0","33","33","0","1","0","33","0","33","33","0","33","0","33","0","33","621","33","33","0","0","6577","200000006","33","33","28","1","10","33","203700","10","33","30","23","1","0","33","670370033"
"34","34","0","34","34","0","1","0","34","0","34","34","0","34","0","34","0","34","648","34","34","0","0","7114","200000006","34","34","30","1","10","34","203700","10","34","30","24","1","0","34","670370034"
"35","35","0","35","35","0","1","0","35","0","35","35","0","35","0","35","0","35","675","35","35","0","0","7652","200000006","35","35","33","1","10","35","203700","10","35","30","26","1","0","35","670370035"
"36","36","0","36","36","0","1","0","36","0","36","36","0","36","0","36","0","36","702","36","36","0","0","8189","200000006","36","36","35","1","10","36","203700","10","36","30","27","1","0","36","670370036"
"37","37","0","37","37","0","1","0","37","0","37","37","0","37","0","37","0","37","657","37","37","0","0","7611","200000006","37","37","37","1","10","37","203700","10","37","30","29","1","0","37","670370037"
"38","38","0","38","38","0","1","0","38","0","38","38","0","38","0","38","0","38","756","38","38","0","0","9264","200000006","38","38","39","1","10","38","203700","10","38","30","30","1","0","38","670370038"
"39","39","0","39","39","0","1","0","39","0","39","39","0","39","0","39","0","39","819","39","39","0","0","11050","200000006","39","39","39","1","10","39","203700","10","39","30","30","1","0","39","670370039"
"40","40","0","40","40","0","1","0","40","0","40","40","0","40","0","40","0","40","897","40","40","0","0","11521","200000006","40","40","40","1","10","40","203700","10","40","30","31","1","0","40","670370040"
"41","41","0","41","41","0","1","0","41","0","41","41","0","41","0","41","0","41","913","41","41","0","0","13112","200000006","41","41","41","1","10","41","203700","10","41","30","31","1","0","41","670370041"
"42","42","0","42","42","0","1","0","42","0","42","42","0","42","0","42","0","42","928","42","42","0","0","14703","200000006","42","42","41","1","10","42","203700","10","42","30","31","1","0","42","670370042"
"43","43","0","43","43","0","1","0","43","0","43","43","0","43","0","43","0","43","1068","43","43","0","0","13629","200000006","43","43","41","1","10","43","203700","10","43","30","32","1","0","43","670370043"
"44","44","0","44","44","0","1","0","44","0","44","44","0","44","0","44","0","44","1208","44","44","0","0","14145","200000006","44","44","41","1","10","44","203700","10","44","30","32","1","0","44","670370044"
"45","45","0","45","45","0","1","0","45","0","45","45","0","45","0","45","0","45","1348","45","45","0","0","14662","200000006","45","45","43","1","10","45","203700","10","45","30","33","1","0","45","670370045"
"46","46","0","46","46","0","1","0","46","0","46","46","0","46","0","46","0","46","1377","46","46","0","0","15259","200000006","46","46","45","1","10","46","203700","10","46","30","35","1","0","46","670370046"
"47","47","0","47","47","0","1","0","47","0","47","47","0","47","0","47","0","47","1406","47","47","0","0","15856","200000006","47","47","47","1","10","47","203700","10","47","30","37","1","0","47","670370047"
"48","48","0","48","48","0","1","0","48","0","48","48","0","48","0","48","0","48","1435","48","48","0","0","16454","200000006","48","48","50","1","10","48","203700","10","48","30","38","1","0","48","670370048"
"49","49","0","49","49","0","1","0","49","0","49","49","0","49","0","49","0","49","1464","49","49","0","0","17051","200000006","49","49","52","1","10","49","203700","10","49","30","40","1","0","49","670370049"
"50","50","0","50","50","0","1","0","50","0","50","50","0","50","0","50","0","50","1494","50","50","0","0","17648","200000006","50","50","54","1","10","50","203700","10","50","30","42","1","0","50","670370050"
"51","51","0","51","51","0","1","0","51","0","51","51","0","51","0","51","0","51","1523","51","51","0","0","18246","200000006","51","51","56","1","10","51","203700","10","51","30","44","1","0","51","670370051"
"52","52","0","52","52","0","1","0","52","0","52","52","0","52","0","52","0","52","1552","52","52","0","0","18843","200000006","52","52","58","1","10","52","203700","10","52","30","46","1","0","52","670370052"
"53","53","0","53","53","0","1","0","53","0","53","53","0","53","0","53","0","53","1582","53","53","0","0","19440","200000006","53","53","61","1","10","53","203700","10","53","30","47","1","0","53","670370053"
"54","54","0","54","54","0","1","0","54","0","54","54","0","54","0","54","0","54","1611","54","54","0","0","20038","200000006","54","54","63","1","10","54","203700","10","54","30","49","1","0","54","670370054"
"55","55","0","55","55","0","1","0","55","0","55","55","0","55","0","55","0","55","1640","55","55","0","0","20635","200000006","55","55","65","1","10","55","203700","10","55","30","51","1","0","55","670370055"
"56","56","0","56","56","0","1","0","56","0","56","56","0","56","0","56","0","56","1670","56","56","0","0","20935","200000006","56","56","66","1","10","56","203700","10","56","30","52","1","0","56","670370056"
"57","57","0","57","57","0","1","0","57","0","57","57","0","57","0","57","0","57","1700","57","57","0","0","21235","200000006","57","57","66","1","10","57","203700","10","57","30","52","1","0","57","670370057"
"58","58","0","58","58","0","1","0","58","0","58","58","0","58","0","58","0","58","1770","58","58","0","0","22248","200000006","58","58","68","1","10","58","203700","10","58","30","54","1","0","58","670370058"
"59","59","0","59","59","0","1","0","59","0","59","59","0","59","0","59","0","59","1840","59","59","0","0","23262","200000006","59","59","71","1","10","59","203700","10","59","30","56","1","0","59","670370059"
"60","60","0","60","60","0","1","0","60","0","60","60","0","60","0","60","0","60","1910","60","60","0","0","24275","200000006","60","60","73","1","10","60","203700","10","60","30","58","1","0","60","670370060"
"61","61","0","61","61","0","1","0","61","0","61","61","0","61","0","61","0","61","1981","61","61","0","0","25288","200000006","61","61","76","1","10","61","203700","10","61","30","60","1","0","61","670370061"
"62","62","0","62","62","0","1","0","62","0","62","62","0","62","0","62","0","62","2049","62","62","0","0","25739","200000006","62","62","77","1","10","62","203700","10","62","30","61","1","0","62","670370062"
"63","63","0","63","63","0","1","0","63","0","63","63","0","63","0","63","0","63","2117","63","63","0","0","26189","200000006","63","63","78","1","10","63","203700","10","63","30","62","1","0","63","670370063"
"64","64","0","64","64","0","1","0","64","0","64","64","0","64","0","64","0","64","2185","64","64","0","0","26640","200000006","64","64","78","1","10","64","203700","10","64","30","64","1","0","64","670370064"
"65","65","0","65","65","0","1","0","65","0","65","65","0","65","0","65","0","65","2253","65","65","0","0","27091","200000006","65","65","79","1","10","65","203700","10","65","30","65","1","0","65","670370065"
"66","66","0","66","66","0","1","0","66","0","66","66","0","66","0","66","0","66","2321","66","66","0","0","27541","200000006","66","66","80","1","10","66","203700","10","66","30","66","1","0","66","670370066"
"67","67","0","67","67","0","1","0","67","0","67","67","0","67","0","67","0","67","2389","67","67","0","0","27992","200000006","67","67","81","1","10","67","203700","10","67","30","67","1","0","67","670370067"
"68","68","0","68","68","0","1","0","68","0","68","68","0","68","0","68","0","68","2456","68","68","0","0","28443","200000006","68","68","81","1","10","68","203700","10","68","30","68","1","0","68","670370068"
"69","69","0","69","69","0","1","0","69","0","69","69","0","69","0","69","0","69","2524","69","69","0","0","28893","200000006","69","69","82","1","10","69","203700","10","69","30","69","1","0","69","670370069"
"70","70","0","70","70","0","1","0","70","0","70","70","0","70","0","70","0","70","2592","70","70","0","0","29344","200000006","70","70","83","1","10","70","203700","10","70","30","71","1","0","70","670370070"
"71","71","0","71","71","0","1","0","71","0","71","71","0","71","0","71","0","71","2660","71","71","0","0","29795","200000006","71","71","84","1","10","71","203700","10","71","30","72","1","0","71","670370071"
"1","1","0","1","1","0","1","0","1","0","1","1","0","1","0","1","0","1","36","1","1","0","0","370","200000001","1","1","5","1","10","1","203800","10","1","30","2","1","0","1","670380001"
"2","2","0","2","2","0","1","0","2","0","2","2","0","2","0","2","0","2","39","2","2","0","0","485","200000001","2","2","6","1","10","2","203800","10","2","30","3","1","0","2","670380002"
"3","3","0","3","3","0","1","0","3","0","3","3","0","3","0","3","0","3","43","3","3","0","0","809","200000001","3","3","8","1","10","3","203800","10","3","30","4","1","0","3","670380003"
"4","4","0","4","4","0","1","0","4","0","4","4","0","4","0","4","0","4","62","4","4","0","0","713","200000001","4","4","8","1","10","4","203800","10","4","30","4","1","0","4","670380004"
"5","5","0","5","5","0","1","0","5","0","5","5","0","5","0","5","0","5","93","5","5","0","0","792","200000001","5","5","9","1","10","5","203800","10","5","30","5","1","0","5","670380005"
"6","6","0","6","6","0","1","0","6","0","6","6","0","6","0","6","0","6","122","6","6","0","0","869","200000001","6","6","11","1","10","6","203800","10","6","30","6","1","0","6","670380006"
"7","7","0","7","7","0","1","0","7","0","7","7","0","7","0","7","0","7","151","7","7","0","0","1071","200000001","7","7","12","1","10","7","203800","10","7","30","7","1","0","7","670380007"
"8","8","0","8","8","0","1","0","8","0","8","8","0","8","0","8","0","8","181","8","8","0","0","1270","200000001","8","8","14","1","10","8","203800","10","8","30","8","1","0","8","670380008"
"9","9","0","9","9","0","1","0","9","0","9","9","0","9","0","9","0","9","195","9","9","0","0","1306","200000001","9","9","14","1","10","9","203800","10","9","30","8","1","0","9","670380009"
"10","10","0","10","10","0","1","0","10","0","10","10","0","10","0","10","0","10","208","10","10","0","0","1344","200000001","10","10","15","1","10","10","203800","10","10","30","9","1","0","10","670380010"
"11","11","0","11","11","0","1","0","11","0","11","11","0","11","0","11","0","11","222","11","11","0","0","1380","200000001","11","11","15","1","10","11","203800","10","11","30","9","1","0","11","670380011"
"12","12","0","12","12","0","1","0","12","0","12","12","0","12","0","12","0","12","234","12","12","0","0","1416","200000001","12","12","15","1","10","12","203800","10","12","30","9","1","0","12","670380012"
"13","13","0","13","13","0","1","0","13","0","13","13","0","13","0","13","0","13","258","13","13","0","0","1678","200000001","13","13","17","1","10","13","203800","10","13","30","10","1","0","13","670380013"
"14","14","0","14","14","0","1","0","14","0","14","14","0","14","0","14","0","14","283","14","14","0","0","1940","200000001","14","14","18","1","10","14","203800","10","14","30","11","1","0","14","670380014"
"15","15","0","15","15","0","1","0","15","0","15","15","0","15","0","15","0","15","307","15","15","0","0","2201","200000001","15","15","18","1","10","15","203800","10","15","30","11","1","0","15","670380015"
"16","16","0","16","16","0","1","0","16","0","16","16","0","16","0","16","0","16","331","16","16","0","0","2463","200000001","16","16","18","1","10","16","203800","10","16","30","12","1","0","16","670380016"
"17","17","0","17","17","0","1","0","17","0","17","17","0","17","0","17","0","17","374","17","17","0","0","2893","200000001","17","17","18","1","10","17","203800","10","17","30","13","1","0","17","670380017"
