9e09a2310f6e8f15b362a09a0bd629c92982320b5766c6731262ac2f1a05e901,d365873a955004914a88fea37fb19c9bed6266ff57b67b419d96bb8c6ca32471,051bf78a037308a3976929fbe2b8a9fb654a221add60ae885ba68fb02eb65a2f,4f17978b32efe3d9309595db4e21dc313f2b06ee15a87cd7864e051ca152f485,df0dc144010186d85a3a6086c0eb81fdc8008f63ef229894d9b5b955b12a945b,d530f24510c0a705414018e8d8592a8ad946f896821d675edb49b104f17220bd,54ba5a29dd9d0f3548c5ba0c64346a26794bdc8eb53194cc9be58b7d69b42035,075cc5fbb92f289373b9d253da02f20749b92f45d36bcaa006af71db394055e6,4bb62b9e37b3c38dde1bbb242df81e7614627ae34d9f7d9e32ab68bcfccb2f95,8aeb3dda0400bafd7755e53b7f9ac790e202fe1730ae0911bfcee5eff4172d2e,43cfed16d2aedb92d23cb16c6793a772701889ce73fc0429313decad2518fee7
"280","0.01","-360","","102611","","","2","39314","39314041",""
"wac_birthday_idle_smile","","1","","103811","","0.2","3","39314","39314042",""
"430","0.01","-340","","103811","","","2","39314","39314043",""
"","","","","0","","","93","39314","39314044",""
"1","","","","800","","","32","39314","39314045",""
"","","","","0.7","","","93","39314","39314046",""
"1","","","","702","","","32","39314","39314047",""
"","","","","0.5","","","93","39314","39314048",""
"se_sys_login_birthday_blow_candle","","0","","se_common","","","23","39314","39314049",""
"0","","","","701","","","32","39314","39314050",""
"","","","","0.4","","","93","39314","39314051",""
"se_sys_login_birthday_cracker","","0","","se_common","","","23","39314","39314052",""
"1","","","","700","","","32","39314","39314053",""
"se_sys_login_birthday_calendar_applause","","0","","se_common","","","23","39314","39314054",""
"wac_birthday_clap","wac_birthday_idle_normal","0","","103311","0.2","0.2","3","39314","39314055","1"
"","","","","0.1","","","93","39314","39314056",""
"wac_birthday_clap","wac_birthday_idle_smile","0","","102611","0.2","0.2","3","39314","39314057","1"
"","","","","0.1","","","93","39314","39314058",""
"wac_birthday_clap","wac_birthday_idle_smile","0","","103811","0.2","0.2","3","39314","39314059","1"
"","","","","2","","","93","39314","39314060",""
"","","","","1","","","131","39314","39314061",""
"vo_wac_39314_000","0","0","","vo_wac_39314","","","21","39314","39314062",""
"誕生日のお祝い、ありがと～♪\nこんなふうに毎年、みんなでケーキを\n食べられてうれしいわ♪","1","10","0.5","105211","0","0","11","39314","39314063","1"
"","","","","0","","","91","39314","39314064",""
"wac_birthday_rima_wish_to_idle_normal","wac_birthday_idle_normal","0","","105211","","0.2","3","39314","39314065","1"
"wac_birthday_talk_smile","","1","","103311","","0.2","3","39314","39314066",""
"vo_wac_39314_001","0","0","","vo_wac_39314","","","21","39314","39314067",""
"リマリマには、いつも助けて\nもらってるからな～\nこういう時に、しっかり\nお返ししとかねぇと！","1","10","0.5","103311","0","0","11","39314","39314068","1"
"","","","","0","","","91","39314","39314069",""
"wac_birthday_idle_smile","","1","","103311","","0.2","3","39314","39314070",""
"wac_birthday_talk_normal","","1","","102611","","0.2","3","39314","39314071",""
"vo_wac_39314_002","0","0","","vo_wac_39314","","","21","39314","39314072",""
"うんうん、ホントにね～\nリマのおかげで、\nあたしはぐうたらし放題な\nところあるしさ～","1","10","0.5","102611","0","0","11","39314","39314073","1"
"","","","","0","","","91","39314","39314074",""
"wac_birthday_idle_normal","","1","","102611","","0.2","3","39314","39314075",""
"wac_birthday_talk_wish","","1","","103811","","0.2","3","39314","39314076",""
"vo_wac_39314_003","0","0","","vo_wac_39314","","","21","39314","39314077",""
"私も、病気がちで……\nリマさんにお仕事を代わって\nもらった日もありました。\nいつも、ありがとうございます……♪","1","10","0.5","103811","0","0","11","39314","39314078","1"
"","","","","0","","","91","39314","39314079",""
"wac_birthday_idle_wish","","1","","103811","","0.2","3","39314","39314080",""
"wac_birthday_talk_doya","","1","","105211","","0.2","3","39314","39314081",""
"vo_wac_39314_004","0","0","","vo_wac_39314","","","21","39314","39314082",""
"リンちゃんには言いたいことも\nあるけど……まぁ、今日はいいわ。\n私たちは牧場の仲間なんだから、\nこれからも助け合っていきましょ♪","1","10","0.5","105211","0","0","11","39314","39314083","1"
"","","","","0","","","91","39314","39314084",""
"","","","","0","","","22","39314","39314085",""
"bgm_M321_2C","","","","bgm_M321","","","25","39514","39514001",""
"103411","-1000","250","wac_birthday_idle_normal","1","0","2","1","39514","39514002","-70"
"103211","200","256","wac_birthday_idle_doya","1","1","2","1","39514","39514003","-270"
"104811","310","258","wac_birthday_idle_normal","1","1","2","1","39514","39514004","-310"
"104611","450","257","wac_birthday_idle_smile","1","1","2","1","39514","39514005","-290"
"300","","","","103411","","","13","39514","39514006",""
"300","","","","103211","","","13","39514","39514007",""
"300","","","","104811","","","13","39514","39514008",""
"300","","","","104611","","","13","39514","39514009",""
"600","0","0","","600","","1","31","39514","39514010","1"
"602","0","0","","602","","0","31","39514","39514011","1"
"603","0","0","","603","","0","31","39514","39514012","1"
"604","60","30","","604","","1","31","39514","39514013","1"
"610","0","0","","610","","1","31","39514","39514014","1"
"700","0","0","","700","","0","31","39514","39514015","1"
"701","0","0","","701","","0","31","39514","39514016","1"
"702","0","0","","702","","0","31","39514","39514017","1"
"800","0","0","","800","","0","31","39514","39514018","1"
"971","60","30","","971","","1","31","39514","39514019","1"
"","","","","1","","","93","39514","39514020",""
"wac_birthday_reaction_01","wac_birthday_reaction_03","0","","104811","0.2","0.2","3","39514","39514021","1"
"","","","","0.1","","","93","39514","39514022",""
"wac_birthday_reaction_05","wac_birthday_reaction_04","0","","103211","0.2","0.2","3","39514","39514023","1"
"wac_birthday_reaction_02","wac_birthday_reaction_03","0","","104611","0.2","0.2","3","39514","39514024","1"
"","","","","0.3","","","93","39514","39514025",""
"wac_birthday_yukari_run_01","","1","","103411","","0.2","3","39514","39514026",""
"0","3","-70","","103411","","","2","39514","39514027",""
"","","","","2.5","","","93","39514","39514028",""
"1","","","","602","","","32","39514","39514029",""
"","","","","0.6","","","93","39514","39514030",""
"0","","","","600","","","32","39514","39514031",""
"0","","","","610","","","32","39514","39514032",""
"0","","","","604","","","32","39514","39514033",""
"1","","","","701","","","32","39514","39514034",""
"0","0.01","0","","971","","","33","39514","39514035",""
"wac_birthday_yukari_blowout_03","wac_birthday_yukari_wish_05","0","","103411","0.2","0.2","3","39514","39514036","1"
"-200","0.01","-330","","103411","","","2","39514","39514037",""
"wac_birthday_idle_doya","","1","","103211","","0.2","3","39514","39514038",""
"180","0.01","-320","","103211","","","2","39514","39514039",""
"wac_birthday_idle_normal","","1","","104811","","0.2","3","39514","39514040",""
"290","0.01","-360","","104811","","","2","39514","39514041",""
"wac_birthday_idle_smile","","1","","104611","","0.2","3","39514","39514042",""
"440","0.01","-340","","104611","","","2","39514","39514043",""
"","","","","0","","","93","39514","39514044",""
"1","","","","800","","","32","39514","39514045",""
"","","","","0.7","","","93","39514","39514046",""
"1","","","","702","","","32","39514","39514047",""
"","","","","0.5","","","93","39514","39514048",""
"se_sys_login_birthday_blow_candle","","0","","se_common","","","23","39514","39514049",""
"0","","","","701","","","32","39514","39514050",""
"","","","","0.4","","","93","39514","39514051",""
"se_sys_login_birthday_cracker","","0","","se_common","","","23","39514","39514052",""
"1","","","","700","","","32","39514","39514053",""
"se_sys_login_birthday_calendar_applause","","0","","se_common","","","23","39514","39514054",""
"wac_birthday_clap","wac_birthday_idle_doya","0","","103211","0.2","0.2","3","39514","39514055","1"
"","","","","0.1","","","93","39514","39514056",""
"wac_birthday_clap","wac_birthday_idle_normal","0","","104811","0.2","0.2","3","39514","39514057","1"
"","","","","0.1","","","93","39514","39514058",""
"wac_birthday_clap","wac_birthday_idle_smile","0","","104611","0.2","0.2","3","39514","39514059","1"
"","","","","2","","","93","39514","39514060",""
"","","","","1","","","131","39514","39514061",""
"vo_wac_39514_000","0","0","","vo_wac_39514","","","21","39514","39514062",""
"うぅ……ぐすっ……ありがと～！！\nお誕生日を、こんなに、盛大に\nお祝いしてくれるなんて～！！","1","10","0.5","103411","0","0","11","39514","39514063","1"
"","","","","0","","","91","39514","39514064",""
"wac_birthday_yukari_idle_sad","","1","","103411","","0.2","3","39514","39514065",""
"wac_birthday_talk_normal","","1","","103211","","0.2","3","39514","39514066",""
"vo_wac_39514_001","0","0","","vo_wac_39514","","","21","39514","39514067",""
"よ、喜んでいただけたのは\nうれしいのですが……ユカリさん、\n様子がおかしくありませんこと？","1","10","0.5","103211","0","0","11","39514","39514068","1"
"","","","","0","","","91","39514","39514069",""
"wac_birthday_idle_normal","","1","","103211","","0.2","3","39514","39514070",""
"wac_birthday_talk_sad","","1","","104811","","0.2","3","39514","39514071",""
"vo_wac_39514_002","0","0","","vo_wac_39514","","","21","39514","39514072",""
"さっきまでお礼のスピーチを\n考えてたらしいんだけど、\nいいアイデアが浮かばないからって、\n麦しゅわを飲んじゃったのよね……","1","10","0.5","104811","0","0","11","39514","39514073","1"
"","","","","0","","","91","39514","39514074",""
"wac_birthday_idle_sad","","1","","104811","","0.2","3","39514","39514075",""
"wac_birthday_yukari_talk_doya","","1","","103411","","0.2","3","39514","39514076",""
"vo_wac_39514_003","0","0","","vo_wac_39514","","","21","39514","39514077",""
"そういうこと～……ひっく！\nそれで～、思ったんだけど～……\n感謝は～行動で示すべきだよね～♪\nだから、一人ずつ抱きしめま～す！","1","10","0.5","103411","0","0","11","39514","39514078","1"
"1","","","","10","","","93","39514","39514079",""
"wac_birthday_yukari_talk_hug1","","1","","103411","","0.2","3","39514","39514080",""
"","","","","39514078","","","91","39514","39514081",""
"wac_birthday_yukari_idle_hug1","","1","","103411","","0.2","3","39514","39514082",""
"wac_birthday_talk_anger","","1","","104611","","0.2","3","39514","39514083",""
"vo_wac_39514_004","0","0","","vo_wac_39514","","","21","39514","39514084",""
"完全にブレーキがぶっ壊れてるにゃ！\nちょっ、やめっ、やめるにゃ！！\nそんなふうにされると顔が胸に\n埋まって、息ができな……がくっ。","1","10","0.5","104611","0","0","11","39514","39514085","1"
"1","","","","10","","","93","39514","39514086",""
"wac_birthday_tamaki_tired","","1","","104611","","0.2","3","39514","39514087",""
"","","","","39514085","","","91","39514","39514088",""
"wac_birthday_yukari_talk_hug2","","1","","103411","","0.2","3","39514","39514089",""
"vo_wac_39514_005","0","0","","vo_wac_39514","","","21","39514","39514090",""
"ほら～、キミも～こっち来て～！\nいっぱい、抱きしめてあげるからね～♪\n……なんで逃げるのよ～！？","1","10","0.5","103411","0","0","11","39514","39514091","1"
"1","","","","7","","","93","39514","39514092",""
"wac_birthday_yukari_talk_anger","","1","","103411","","0.2","3","39514","39514093",""
"","","","","39514091","","","91","39514","39514094",""
"","","","","0","","","22","39514","39514095",""
"bgm_M321_2C","","","","bgm_M321","","","25","40314","40314001",""
"107011","-1000","250","wac_birthday_idle_normal","1","0","2","1","40314","40314002","-70"
"105211","310","256","wac_birthday_idle_wish","1","1","2","1","40314","40314003","-290"
"300","","","","107011","","","13","40314","40314004",""
"300","","","","105211","","","13","40314","40314005",""
"600","0","0","","600","","1","31","40314","40314006","1"
"602","0","0","","602","","0","31","40314","40314007","1"
"603","0","0","","603","","0","31","40314","40314008","1"
"604","60","30","","604","","1","31","40314","40314009","1"
"610","0","0","","610","","1","31","40314","40314010","1"
"700","0","0","","700","","0","31","40314","40314011","1"
"701","0","0","","701","","0","31","40314","40314012","1"
"702","0","0","","702","","0","31","40314","40314013","1"
"800","0","0","","800","","0","31","40314","40314014","1"
"972","60","30","","972","","1","31","40314","40314015","1"
"","","","","1","","","93","40314","40314016",""
"wac_birthday_reaction_01","wac_birthday_reaction_03","0","","105211","0.2","0.2","3","40314","40314017","1"
"","","","","0.4","","","93","40314","40314018",""
"wac_birthday_neneka_run_03","","1","","107011","","0.2","3","40314","40314019",""
"0","3","-70","","107011","","","2","40314","40314020",""
"","","","","2.5","","","93","40314","40314021",""
"1","","","","602","","","32","40314","40314022",""
"","","","","0.6","","","93","40314","40314023",""
"0","","","","600","","","32","40314","40314024",""
"0","","","","610","","","32","40314","40314025",""
"0","","","","604","","","32","40314","40314026",""
"1","","","","701","","","32","40314","40314027",""
"0","0.01","0","","972","","","33","40314","40314028",""
"wac_birthday_neneka_blowout_01","wac_birthday_neneka_wish_04","0","","107011","0.2","0.2","3","40314","40314029","1"
"-200","0.01","-330","","107011","","","2","40314","40314030",""
"wac_birthday_idle_wish","","1","","105211","","0.2","3","40314","40314031",""
"200","0.01","-330","","105211","","","2","40314","40314032",""
"","","","","0","","","93","40314","40314033",""
"1","","","","800","","","32","40314","40314034",""
"","","","","0.7","","","93","40314","40314035",""
"1","","","","702","","","32","40314","40314036",""
"","","","","0.5","","","93","40314","40314037",""
"se_sys_login_birthday_blow_candle","","0","","se_common","","","23","40314","40314038",""
"0","","","","701","","","32","40314","40314039",""
"","","","","0.4","","","93","40314","40314040",""
"se_sys_login_birthday_cracker","","0","","se_common","","","23","40314","40314041",""
"1","","","","700","","","32","40314","40314042",""
"se_sys_login_birthday_calendar_applause","","0","","se_common","","","23","40314","40314043",""
"wac_birthday_clap_to_wish","wac_birthday_idle_wish","0","","105211","0.2","0.2","3","40314","40314044","1"
