4e5dd8e546169069e97c8dd5acd6d1766f237620f0a5feb8184552ce5dc63a8d,ce1f3a91541c99a6d7528360e52e9dd860e72429845df35562394a30051f7a72,92ec3e557e1f028a90622a294b722d1ec642f269aad47e56519ca68b579cb76e,b686e199abd457280daa12fff17bb74625bc745c8a8df760eae19439a0b6507d,35a99d05607ae5c86b1c3b6301bf8962bb733f2a4fe46cbdec099a1fa647d834,858b3b62f7be36d4c1aed4614135210d3bd435efec509a1c532c8b0bc54d04a0,ef594f14f081a75a5effa7ed480fc5cbce7c3d1c48b47ed681f7db96949ab2a7,ac8bcff9d018273c4a7e2e34530753343c2054002e4cc4c169c02d1d30014f36
"105615","105375","15","105224","105226","105225","105614","126501"
"105616","105376","16","105225","105227","105226","105615","126501"
"105617","105377","17","105226","106221","105227","105616","126501"
"106611","106371","18","105227","106222","106221","105617","126501"
"106612","106372","19","106221","106223","106222","106611","126501"
"106613","106373","20","106222","107221","106223","106612","126501"
"107611","107371","21","106223","107222","107221","106613","126501"
"107612","107372","22","107221","107223","107222","107611","126501"
"107613","107373","23","107222","108221","107223","107612","126501"
"108611","108521","24","107223","108222","108221","107613","126501"
"108612","108462","25","108221","108223","108222","108611","126501"
"108613","108523","26","108222","108224","108223","108612","126501"
"108614","108524","27","108223","109221","108224","108613","126501"
"109611","109461","28","108224","109222","109221","108614","126501"
"109612","109522","29","109221","109223","109222","109611","126501"
"109613","109463","30","109222","109224","109223","109612","126501"
"109614","109524","31","109223","10022032","109224","109613","126501"
"10061032","10046032","32","109224","10022033","10022032","109614","126501"
"10061033","10046033","33","10022032","10022034","10022033","10061032","126501"
"10061034","999999","34","10022033","999999","10022034","10061033","126501"
"101611","101371","1","101521","101251","101251","101611","126601"
"101611","102371","2","102461","102252","102251","101611","126601"
"102612","102372","3","102521","103251","102252","102611","126601"
"102614","103521","4","103521","103252","103251","102582","126601"
"103612","103371","5","103461","103222","103252","103581","126601"
"103613","103372","6","103522","104221","103222","103582","126601"
"103614","104371","7","103614","104252","104221","103582","126601"
"104581","104372","8","104251","104253","104252","103614","126601"
"104612","104523","9","104252","104254","104253","104611","126601"
"104613","104373","10","104253","105251","104254","104612","126601"
"105611","105371","11","104463","105252","105251","104613","126601"
"105612","105372","12","105521","105253","105252","105611","126601"
"105613","105373","13","105522","105254","105253","105612","126601"
"105614","105374","14","105462","105255","105254","105613","126601"
"105615","105463","15","105374","105256","105255","105614","126601"
"105616","105524","16","105463","105257","105256","105615","126601"
"105617","105464","17","105524","106251","105257","105616","126601"
"106611","106611","18","105464","106222","106251","105617","126601"
"106612","106612","19","106221","106223","106222","106611","126601"
"106613","106613","20","106222","107221","106223","106612","126601"
"107611","107461","21","106223","107222","107221","106613","126601"
"107612","107462","22","107221","107223","107222","107611","126601"
"107613","107463","23","107222","108221","107223","107612","126601"
"108611","108371","24","107223","108252","108221","107613","126601"
"108612","108372","25","108251","108253","108252","108611","126601"
"108613","108373","26","108372","108254","108253","108612","126601"
"108614","108374","27","108373","109251","108254","108613","126601"
"109611","109371","28","108374","109252","109251","108614","126601"
"109612","109522","29","109251","109253","109252","109611","126601"
"109613","109373","30","109252","109254","109253","109612","126601"
"109614","109524","31","109253","10025032","109254","109613","126601"
"10061032","10046032","32","109254","10025033","10025032","109614","126601"
"10061033","10046033","33","10025032","10025034","10025033","10061032","126601"
"10061034","999999","34","10025033","999999","10025034","10061033","126601"
"101011","101281","1","101401","101011","101011","101551","126701"
"101551","102281","2","102071","102013","102011","101551","126701"
"102011","102282","3","102401","103011","102013","102551","126701"
"102552","103281","4","103431","103012","103011","102552","126701"
"103071","103282","5","103401","103013","103012","103551","126701"
"103552","103283","6","103401","104011","103013","103552","126701"
"103553","104281","7","103013","104012","104011","103552","126701"
"104551","104282","8","104011","104013","104012","103553","126701"
"104552","104402","9","104012","104014","104013","104551","126701"
"104553","104284","10","104013","105011","104014","104552","126701"
"105551","105281","11","104014","105012","105011","104553","126701"
"105552","105282","12","105011","105013","105012","105551","126701"
"105553","105283","13","105012","105014","105013","105552","126701"
"105554","105284","14","105013","105015","105014","105553","126701"
"105555","105285","15","105014","105016","105015","105554","126701"
"105556","105433","16","105402","105017","105016","105555","126701"
"105557","105403","17","105433","106011","105017","105556","126701"
"106551","106281","18","105017","106012","106011","105557","126701"
"106552","106282","19","106011","106013","106012","106551","126701"
"106553","106283","20","106012","107011","106013","106552","126701"
"107551","107281","21","106013","107012","107011","106553","126701"
"107552","107282","22","107011","107013","107012","107551","126701"
"107553","107283","23","107012","108011","107013","107552","126701"
"108551","108401","24","107013","108012","108011","107553","126701"
"108552","108312","25","108011","108013","108012","108551","126701"
"108553","108403","26","108012","108014","108013","108552","126701"
"108554","108494","27","108013","109011","108014","108553","126701"
"109551","109341","28","108014","109012","109011","108554","126701"
"109552","109432","29","109011","109013","109012","109551","126701"
"109553","109343","30","109012","109014","109013","109552","126701"
"109554","109494","31","109013","10001032","109014","109553","126701"
"10055032","10034032","32","109014","10001033","10001032","109554","126701"
"10055033","10043033","33","10001032","10001034","10001033","10055032","126701"
"10055034","999999","34","10001033","999999","10001034","10055033","126701"
"101581","101281","1","101401","101011","101011","101581","126801"
"101581","102281","2","102281","102014","102011","101581","126801"
"102581","102282","3","102282","103011","102014","102581","126801"
"102582","103281","4","103311","103012","103011","102582","126801"
"103581","103282","5","103491","103013","103012","103581","126801"
"103582","103372","6","103582","104011","103013","103582","126801"
"103583","104281","7","103583","104012","104401","103582","126801"
"104581","104432","8","104401","104013","104012","103583","126801"
"104582","104313","9","104282","104014","104013","104581","126801"
"104583","104314","10","104462","105011","104014","104582","126801"
"105581","105281","11","104314","105012","105011","104583","126801"
"105582","105342","12","105281","105013","105012","105581","126801"
"105583","105313","13","105282","105014","105013","105582","126801"
"105584","105314","14","105283","105015","105014","105583","126801"
"105585","105402","15","105284","105016","105015","105584","126801"
"105586","105433","16","105402","105017","105016","105585","126801"
"105587","105403","17","105433","106011","105017","105586","126801"
"106581","106401","18","105403","106012","106011","105587","126801"
"106582","106431","19","106401","106013","106012","106581","126801"
"106583","106491","20","106431","107011","106013","106582","126801"
"107581","107311","21","106491","107012","107011","106583","126801"
"107582","107312","22","107311","107013","107012","107581","126801"
"107583","107313","23","107312","108011","107013","107582","126801"
"108581","108281","24","107313","108012","108011","107583","126801"
"108582","108312","25","108281","108013","108012","108581","126801"
"108583","108313","26","108312","108014","108013","108582","126801"
"108584","108314","27","108313","109011","108014","108583","126801"
"109581","109281","28","108314","109012","109011","108584","126801"
"109582","109312","29","109311","109013","109012","109581","126801"
"109583","109313","30","109312","109014","109013","109582","126801"
"109584","109314","31","109313","10001032","109014","109583","126801"
"10058032","10031032","32","109314","10001033","10001032","109584","126801"
