1467b8725a63f8ea46aaff610a1b747ea16e33baf573241e634af31e626a39b4,bf8a61b75b1854c67d8b64bcb07f0a8230ecefed6f8971af44b7aa545bfa61e4,6afa44b8ec62b387a5b8105689f1ad98e00d6739fc155cb86c04467608a1d250,59853576169859948f13916e25f36a7827437984b0fa671522aa7fc89afa3091,4746c157390541c3cde4f07ab453397895a8c2546b616391de61432a31aa175b,27ddcd3bfab85da4c731bbc978677118ca276619b12ecdf02e8eff6c67f1c493,7d59ed7295e4edc4657e88c254115650aa4720de269026d691135e924f0e3011,c85bf402e01700920782f49db7ad8bfea5a369284792789bbd82c9e0051f4023,9e0784cc3113beb8e1888f5a078d34fa843f2b4af9cf84446e933d757bcb1660,78288f1c23078cd7aeb45435d7e267e7a8ff3e13e2d29f2e6d783c39ea0dd2b7,27aca435a110e06672cd3ff6fc63be17c1594cc6c10de766a9b0a57485f05d62
"1009814009","1009814","25","bgm_M610","bgm_M610","0","0","","","",""
"1009814010","1009814","93","1","0","","","","","",""
"1009814011","1009814","6","333","1","1","1","0.4","0.8","0",""
"1009814012","1009814","3","122911","lsv_walk","1","","","0.2","",""
"1009814013","1009814","2","122911","100","-220","2","0","","",""
"1009814014","1009814","6","122911","1","1","1","1","0.4","0",""
"1009814015","1009814","3","122711","lsv_walk","1","","","0.2","",""
"1009814016","1009814","2","122711","270","-250","2","0","","",""
"1009814017","1009814","6","122711","1","1","1","1","0.4","0",""
"1009814018","1009814","93","2","0","","","","","",""
"1009814019","1009814","3","122911","lsv_idle_normal","1","","","0.2","",""
"1009814020","1009814","3","122711","lsv_idle_normal","1","","","0.2","",""
"1009814021","1009814","93","0.6","0","","","","","",""
"1009814022","1009814","3","122711","lsv_idle_sad","1","","","0.2","",""
"1009814023","1009814","3","122911","lsv_idle_sad","1","","","0.2","",""
"1009814024","1009814","21","vo_lsv","vo_lsv_1421","0","0","","","",""
"1009814025","1009814","11","122711","…………","10","1","1","0","0","0"
"1009814026","1009814","11","122911","…………","10","1","1","0","0","0"
"1009814027","1009814","91","0","","","","","","",""
"1009814028","1009814","3","122711","lsv_idle_normal","1","","","0.2","",""
"1009814029","1009814","3","122911","lsv_idle_normal","1","","","0.2","",""
"1009814030","1009814","3","122811","lsv_walk","1","","","0.2","",""
"1009814031","1009814","2","122811","-200","-235","2","0","","",""
"1009814032","1009814","6","122811","1","1","1","1","0.4","0",""
"1009814033","1009814","93","2","0","","","","","",""
"1009814034","1009814","3","122811","lsv_idle_normal","1","","","0.2","",""
"1009814035","1009814","93","0.6","0","","","","","",""
"1009814036","1009814","3","122811","lsv_talk_bitter","1","","","0.2","",""
"1009814037","1009814","21","vo_lsv","vo_lsv_1422","0","0","","","",""
"1009814038","1009814","11","122811","아…\n아하하, 미안해?\n일기, 잘 쓸 수가 없어서…","10","1","1","0","0","0"
"1009814039","1009814","91","0","","","","","","",""
"1009814040","1009814","3","122811","lsv_talk_bitter_sad","1","","","0.2","",""
"1009814041","1009814","21","vo_lsv","vo_lsv_1423","0","0","","","",""
"1009814042","1009814","11","122811","게다가…\n솔직한 마음도\n써버렸어.","10","1","1","0","0","0"
"1009814043","1009814","91","0","","","","","","",""
"1009814044","1009814","3","122811","lsv_idle_sad2","1","","","0.2","",""
"1009814045","1009814","3","122711","lsv_talk_normal_suprise1","1","","","0.2","",""
"1009814046","1009814","21","vo_lsv","vo_lsv_1424","0","0","","","",""
"1009814047","1009814","11","122711","아니, 괜찮아.\n…이해하니까.","10","1","1","0","0","0"
"1009814048","1009814","91","0","","","","","","",""
"1009814049","1009814","3","122711","lsv_idle_normal_talkR","1","","","0.2","",""
"1009814050","1009814","3","122911","lsv_talk_normal_bitter","1","","","0.2","",""
"1009814051","1009814","21","vo_lsv","vo_lsv_1425","0","0","","","",""
"1009814052","1009814","11","122911","…미미도, 이해해.\n미소기.\n써 줘서 고마워.","10","1","1","0","0","0"
"1009814053","1009814","91","0","","","","","","",""
"1009814054","1009814","3","122911","lsv_idle_sad_normal","1","","","0.2","",""
"1009814055","1009814","3","122811","lsv_idle_sad","1","","","0.2","",""
"1009814056","1009814","21","vo_lsv","vo_lsv_1426","0","0","","","",""
"1009814057","1009814","11","122811","……응.","10","1","1","0","0","0"
"1009814058","1009814","91","0","","","","","","",""
"1009814059","1009814","3","122811","lsv_idle_normal_talkR","1","","","0.2","",""
"1009814060","1009814","3","122911","lsv_talk_wish_sad","1","","","0.2","",""
"1009814061","1009814","21","vo_lsv","vo_lsv_1427","0","0","","","",""
"1009814062","1009814","11","122911","…어째서,\n벌써 바이바이하지 않으면\n안 됐던 걸까.","10","1","1","0","0","0"
"1009814063","1009814","91","0","","","","","","",""
"1009814064","1009814","3","122911","lsv_idle_wish_sad","1","","","0.2","",""
"1009814065","1009814","3","122711","lsv_talk_normal_sad","1","","","0.2","",""
"1009814066","1009814","21","vo_lsv","vo_lsv_1428","0","0","","","",""
"1009814067","1009814","11","122711","미미…","10","1","1","0","0","0"
"1009814068","1009814","91","0","","","","","","",""
"1009814069","1009814","3","122711","lsv_idle_normal_talkR","1","","","0.2","",""
"1009814070","1009814","3","122911","lsv_talk_wish_surprise","1","","","0.2","",""
"1009814071","1009814","21","vo_lsv","vo_lsv_1429","0","0","","","",""
"1009814072","1009814","11","122911","알고 있다고?\n이유는 확실히\n알고 있어. 하지만…","10","1","1","0","0","0"
"1009814073","1009814","91","0","","","","","","",""
"1009814074","1009814","3","122911","lsv_talk_wish_sad","1","","","0.2","",""
"1009814075","1009814","21","vo_lsv","vo_lsv_1430","0","0","","","",""
"1009814076","1009814","11","122911","왜, 하고…\n어째서, 하고…\n생각하게 돼.","10","1","1","0","0","0"
"1009814077","1009814","91","0","","","","","","",""
"1009814078","1009814","3","122911","lsv_idle_normal","1","","","0.2","",""
"1009814079","1009814","3","122811","lsv_talk_anger_shy","1","","","0.2","",""
"1009814080","1009814","21","vo_lsv","vo_lsv_1431","0","0","","","",""
"1009814081","1009814","11","122811","…모르겠어.\n아~ 정말!\n어렵네~!!","10","1","1","0","0","0"
"1009814082","1009814","91","0","","","","","","",""
"1009814083","1009814","3","122811","lsv_idle_normal_talkR","1","","","0.2","",""
"1009814084","1009814","3","122711","lsv_talk_joy3_blink2","1","","","0.2","",""
"1009814085","1009814","21","vo_lsv","vo_lsv_1432","0","0","","","",""
"1009814086","1009814","11","122711","…그러네.\n정말로 어려워.","10","1","1","0","0","0"
"1009814087","1009814","91","0","","","","","","",""
"1009814088","1009814","3","122711","lsv_talk_sad","1","","","0.2","",""
"1009814089","1009814","21","vo_lsv","vo_lsv_1433","0","0","","","",""
"1009814090","1009814","11","122711","분명, 어떤 공부보다…\n훨씬 훨씬……\n어려워.","10","1","1","0","0","0"
"1009814091","1009814","91","0","","","","","","",""
"1009814092","1009814","3","122711","lsv_idle_wish_angerR","1","","","0.2","",""
"1009814093","1009814","22","0","0","1","","","0.2","",""
"1009814094","1009814","91","0","","","","","","",""
"1009814095","1009814","25","bgm_M612","bgm_M612","0","0","","","",""
"1009814096","1009814","102","","","","","","","",""
"1009814097","1009814","22","0","0.2","","","","","",""
"1009814098","1009814","93","0.2","","","","","","",""
"1009814099","1009814","12","122811","12","1","0","0","0","0","0"
"1009814100","1009814","3","122811","lsv_talk_anger","1","","","0.2","",""
"1009814101","1009814","93","3","0","","","","","",""
"1009814102","1009814","3","122811","lsv_idle_anger1","1","","","0.2","",""
"1009814103","1009814","12","122711","12","1","0","0","0","0","0"
"1009814104","1009814","3","122711","lsv_talk_thinking","1","","","0.2","",""
"1009814105","1009814","93","3","0","","","","","",""
"1009814106","1009814","3","122711","lsv_idle_wish_angerR","1","","","0.2","",""
"1009814107","1009814","12","122911","12","1","0","0","0","0","0"
"1009814108","1009814","3","122911","lsv_idle_bitter","1","","","0.2","",""
"1009814109","1009814","93","3","0","","","","","",""
"1009814110","1009814","3","122911","lsv_idle_normal","1","","","0.2","",""
"1009814111","1009814","101","1009814099","","","","","","",""
"1009814112","1009814","6","333","1","1","1","0","1","0",""
"1009814113","1009814","4","122811","1","","","","","",""
"1009814114","1009814","3","122811","lsv_run_sad","1","","","0.2","",""
"1009814115","1009814","2","122811","-750","-235","0.8","0","","",""
"1009814116","1009814","4","122911","0","","","","","",""
"1009814117","1009814","3","122911","lsv_run_sad","1","","","0.2","",""
"1009814118","1009814","2","122911","750","-220","0.8","0","","",""
"1009814119","1009814","4","122711","0","","","","","",""
"1009814120","1009814","3","122711","lsv_run_sad","1","","","0.2","",""
"1009814121","1009814","2","122711","850","-250","0.8","0","","",""
"1009814122","1009814","93","0.6","","","","","","",""
"1009814123","1009814","6","122811","1","1","1","0","0.2","0",""
"1009814124","1009814","6","122911","1","1","1","0","0.2","0",""
"1009814125","1009814","6","122711","1","1","1","0","0.2","0",""
"1009814126","1009814","91","0","","","","","","",""
"1009815001","1009815","1","1","122711","102","-650","-235","1.95","0","lsv_idle_normal"
"1009815002","1009815","1","1","122911","100","650","-220","1.95","1","lsv_idle_normal"
"1009815003","1009815","1","1","122811","101","750","-250","1.95","1","lsv_idle_normal"
"1009815004","1009815","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009815005","1009815","6","333","1","1","1","0","0","0",""
"1009815006","1009815","6","122711","1","1","1","0","0","0",""
"1009815007","1009815","6","122911","1","1","1","0","0","0",""
"1009815008","1009815","6","122811","1","1","1","0","0","0",""
"1009815009","1009815","93","1","0","","","","","",""
"1009815010","1009815","6","333","1","1","1","0.4","0.8","0",""
"1009815011","1009815","3","122711","lsv_walk","1","","","0.2","",""
"1009815012","1009815","2","122711","-200","-235","2","0","","",""
"1009815013","1009815","6","122711","1","1","1","1","0.4","0",""
"1009815014","1009815","3","122911","lsv_walk","1","","","0.2","",""
"1009815015","1009815","2","122911","100","-220","2","0","","",""
"1009815016","1009815","6","122911","1","1","1","1","0.4","0",""
"1009815017","1009815","3","122811","lsv_walk","1","","","0.2","",""
"1009815018","1009815","2","122811","270","-250","2","0","","",""
"1009815019","1009815","6","122811","1","1","1","1","0.4","0",""
"1009815020","1009815","93","2","0","","","","","",""
"1009815021","1009815","3","122711","lsv_idle_normal","1","","","0.2","",""
"1009815022","1009815","3","122911","lsv_idle_normal","1","","","0.2","",""
"1009815023","1009815","3","122811","lsv_idle_normal","1","","","0.2","",""
"1009815024","1009815","93","0.6","0","","","","","",""
"1009815025","1009815","3","122911","lsv_talk_surprise","1","","","0.2","",""
"1009815026","1009815","21","vo_lsv","vo_lsv_1521","0","0","","","",""
"1009815027","1009815","11","122911","그림도 일기도\n가득해졌네.","10","1","1","0","0","0"
"1009815028","1009815","91","0","","","","","","",""
"1009815029","1009815","3","122911","lsv_idle_surprise","1","","","0.2","",""
"1009815030","1009815","3","122811","lsv_talk_cool_joy","0","lsv_talk_cool_joy_loop","1","0","0.2",""
"1009815031","1009815","21","vo_lsv","vo_lsv_1522","0","0","","","",""
"1009815032","1009815","11","122811","그만큼,\n뮤뮤와의 추억이\n가득했다는 거야.","10","1","1","0","0","0"
"1009815033","1009815","91","0","","","","","","",""
"1009815034","1009815","3","122811","lsv_idle_cool","1","","","0.2","",""
"1009815035","1009815","3","122911","lsv_talk_wish_dere","1","","","0.2","",""
"1009815036","1009815","21","vo_lsv","vo_lsv_1523","0","0","","","",""
"1009815037","1009815","11","122911","…응.\n많이 생겼지.\n뮤뮤와의 추억…","10","1","1","0","0","0"
"1009815038","1009815","91","0","","","","","","",""
"1009815039","1009815","3","122911","lsv_idle_normal_joyR","1","","","0.2","",""
"1009815040","1009815","3","122711","lsv_talk_wish_joy","1","","","0.2","",""
"1009815041","1009815","21","vo_lsv","vo_lsv_1524","0","0","","","",""
"1009815042","1009815","11","122711","…잊을 수 없어.\n아니…\n잊고 싶지 않아.","10","1","1","0","0","0"
"1009815043","1009815","91","0","","","","","","",""
"1009815044","1009815","3","122711","lsv_idle_wish_joy","1","","","0.2","",""
"1009815045","1009815","3","122811","lsv_talk_joy3_blink2","1","","","0.2","",""
"1009815046","1009815","21","vo_lsv","vo_lsv_1525","0","0","","","",""
"1009815047","1009815","11","122811","그러네…\n미소기도 같은 마음이야.","10","1","1","0","0","0"
"1009815048","1009815","91","0","","","","","","",""
"1009815049","1009815","3","122811","lsv_idle_sad_normal","1","","","0.2","",""
"1009815050","1009815","3","122911","lsv_talk_wish_dere","1","","","0.2","",""
"1009815051","1009815","21","vo_lsv","vo_lsv_1526","0","0","","","",""
"1009815052","1009815","11","122911","미미도 그래.\n계속, 쭉…","10","1","1","0","0","0"
"1009815053","1009815","91","0","","","","","","",""
"1009815054","1009815","3","122911","lsv_idle_normal","1","","","0.2","",""
"1009815055","1009815","3","122711","lsv_talk_joy1_normal","1","","","0.2","",""
"1009815056","1009815","21","vo_lsv","vo_lsv_1527","0","0","","","",""
"1009815057","1009815","11","122711","그럼… 다음에 또\n뮤뮤와 만났을 때,\n이 일기를 이어서 쓰자.","10","1","1","0","0","0"
"1009815058","1009815","91","0","","","","","","",""
"1009815059","1009815","3","122711","lsv_idle_normal","1","","","0.2","",""
"1009815060","1009815","3","122811","lsv_exactly_in","0","lsv_exactly_loop","1","0","0.2",""
"1009815061","1009815","21","vo_lsv","vo_lsv_1528","0","0","","","",""
"1009815062","1009815","11","122811","그거 좋네!\n찬성!","10","1","1","0","0","0"
"1009815063","1009815","91","0","","","","","","",""
"1009815064","1009815","3","122811","lsv_idle_joy","1","","","0.2","",""
"1009815065","1009815","3","122911","lsv_handsup_joy","0","lsv_idle_normal_joy","1","0.2","0.2",""
"1009815066","1009815","21","vo_lsv","vo_lsv_1529","0","0","","","",""
"1009815067","1009815","11","122911","미미도 찬성~♪","10","1","1","0","0","0"
"1009815068","1009815","91","0","","","","","","",""
"1009815069","1009815","3","122711","lsv_talk_wish_dere","1","","","0.2","",""
"1009815070","1009815","21","vo_lsv","vo_lsv_1530","0","0","","","",""
"1009815071","1009815","11","122711","이 일기도 소중히 간직하자.\n…기대되는 일이\n하나 늘어난 것 같아. 후훗.","10","1","1","0","0","0"
"1009815072","1009815","91","0","","","","","","",""
"1009815073","1009815","3","122711","lsv_idle_wish_dere","1","","","0.2","",""
"1009815074","1009815","3","122811","lsv_talk_wish_joy","1","","","0.2","",""
"1009815075","1009815","21","vo_lsv","vo_lsv_1531","0","0","","","",""
"1009815076","1009815","11","122811","그럼,\n언젠가 그때까지!","10","1","1","0","0","0"
"1009815077","1009815","91","0","","","","","","",""
"1009815078","1009815","3","122811","lsv_idle_normal","1","","","0.2","",""
"1009815079","1009815","3","122811","lsv_smile","0","lsv_idle_normal","1","0","0.2",""
"1009815080","1009815","3","122911","lsv_smile_mimi","0","lsv_idle_normal_joyR","1","0","0.2",""
"1009815081","1009815","3","122711","lsv_smile_kyouka","0","lsv_idle_normal_joy","1","0","0.2",""
"1009815082","1009815","21","vo_lsv","vo_lsv_1532","0","0","","","",""
"1009815083","1009815","11","122811","…또 보자!","10","1","1","0","0","0"
"1009815084","1009815","11","122911","…또 보자!","10","1","1","0","0","0"
"1009815085","1009815","11","122711","…또 보자!","10","1","1","0","0","0"
"1009815086","1009815","91","0","","","","","","",""
"1009815087","1009815","22","0","0","1","","","0.2","",""
"1009815088","1009815","91","0","","","","","","",""
"1009815089","1009815","102","","","","","","","",""
"1009815090","1009815","22","0","0.2","","","","","",""
"1009815091","1009815","93","0.2","","","","","","",""
"1009815092","1009815","12","122811","10","1","0","0","0","0","0"
"1009815093","1009815","3","122811","lsv_talk_normal","1","","","0.2","",""
"1009815094","1009815","93","3","0","","","","","",""
"1009815095","1009815","3","122811","lsv_idle_normal","1","","","0.2","",""
"1009815096","1009815","12","122911","6","1","0","0","0","0","0"
"1009815097","1009815","3","122911","lsv_talk_joy3","1","","","0.2","",""
"1009815098","1009815","93","3","0","","","","","",""
"1009815099","1009815","3","122911","lsv_idle_normal_joyR","1","","","0.2","",""
"1009815100","1009815","12","122711","7","1","0","0","0","0","0"
"1009815101","1009815","3","122711","lsv_talk_surprise_dere","1","","","0.2","",""
"1009815102","1009815","93","3","0","","","","","",""
"1009815103","1009815","3","122711","lsv_idle_wish_joy","1","","","0.2","",""
"1009815104","1009815","101","1009815092","","","","","","",""
