3dbf40f03b6ff2f1c8d9c39a89e6294e956a8d676a490029af30dbd9dd04236b,2710d234cc987095a3ebe5f03b6f1e97f15e250bc8ea7f14531e4e04c4f77e95,e9b0c157c3d862b74bba6c56d8f619d4d6b81ae872f33be9b88362f39ae81421,49c8227d47b570d30c3cdf42248e25a8e32c047da54e0e34b5a2a1133a479cc8,2d6942ce614ff4083d1fd7b411ded838105de61b179754f98421769f95e143b3,b0aa9836d92856e203662ebbbbeb80467055501fe7d57f5e7e0fe3fd47b4db03,c624f8f9ebee422137e0e5759f9cb72e50ce85822b957674d286df8d240ceaf2,81f604810a45520059b868ff08663b7199d04f089dcf72cd08b1311245b669bd,56477a760dd63fa5c66abdd6ab997d5e59c0c272ad28c7e86975f05126ccebb3,836f6c5d3b740f43fc2d788102e1273f0abea5a21f63234a33dc022ac2b728bd,7bad2245517dab1c69b4e3b0f88e65898cd3a3d12c089c8fb7c40dcb22884dd4
"1068501057","1068501","111","","","","","","","",""
"1068501058","1068501","91","0","","","","","","",""
"1070501001","1070501","1","1","107011","850","400","-220","1.5","1","cmn_talk_def_N"
"1070501002","1070501","31","8","8","0","0","1","1","",""
"1070501003","1070501","31","7","7","0","0","1","1","",""
"1070501004","1070501","31","86","86","0","0","1","1","",""
"1070501005","1070501","31","3","3","0","0","1","1","",""
"1070501006","1070501","31","2","2","0","0","1","1","",""
"1070501007","1070501","31","1","1","0","0","1","1","",""
"1070501008","1070501","31","12","12","0","0","1","0","",""
"1070501009","1070501","3","107011","blb_run_01","1","","","0.3","",""
"1070501010","1070501","2","107011","90","-220","1.3","0","","",""
"1070501011","1070501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1070501012","1070501","121","0","0","1.25","1.25","0","0","",""
"1070501013","1070501","32","12","1","0","0","1","1","",""
"1070501014","1070501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1070501015","1070501","93","1.3","","","","","","",""
"1070501016","1070501","3","107011","blb_stop","0","blb_idle","0","0.05","0.3",""
"1070501017","1070501","2","107011","80","-220","0.25","0","","",""
"1070501018","1070501","93","1.4","","","","","","",""
"1070501019","1070501","121","0","0","1.4","1.4","1","3","",""
"1070501020","1070501","131","1","","","","","","",""
"1070501021","1070501","3","107011","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1070501022","1070501","93","0.7","","","","","","",""
"1070501023","1070501","32","12","0","0","0","1","1","",""
"1070501024","1070501","31","13","13","0","0","1","1","",""
"1070501025","1070501","93","0.2","","","","","","",""
"1070501026","1070501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1070501027","1070501","93","1.2","","","","","","",""
"1070501028","1070501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1070501029","1070501","31","4","4","0","0","1","1","",""
"1070501030","1070501","93","1","","","","","","",""
"1070501031","1070501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1070501032","1070501","3","107011","blb_idle_02","1","","0","0.3","",""
"1070501033","1070501","93","1.05","","","","","","",""
"1070501034","1070501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1070501035","1070501","31","6","6","0","0","1","1","",""
"1070501036","1070501","3","107011","blb_joy_04","0","blb_wish_04","1","0","",""
"1070501037","1070501","93","2","","","","","","",""
"1070501038","1070501","21","vo_adv_1070501","vo_adv_1070501_000","0","0","","","",""
"1070501039","1070501","13","107011","870","","","","","",""
"1070501040","1070501","11","107011","흠, 취향이 괜찮네요.\n공경해야 할 상대를 잊지 않고, 은혜를 잊지 않고,\n건승을 축하하는 연회를 여는……\n예절을 잘 아는 사람은 좋아해요.","4","1","1","0","0",""
"1070501041","1070501","91","0","","","","","","",""
"1070501042","1070501","21","vo_adv_1070501","vo_adv_1070501_001","0","0","","","",""
"1070501043","1070501","11","107011","그나저나 한때는\n갓난아기나 마찬가지였던 당신이\n이만큼 성장한 것을……\n매우 기쁘게 생각해요.","5","1","1","0","0",""
"1070501044","1070501","91","0","","","","","","",""
"1070501045","1070501","21","vo_adv_1070501","vo_adv_1070501_002","0","0","","","",""
"1070501046","1070501","11","107011","다만, 그렇네요……\n호의를 받기만 하는 것도\n성미에 맞지 않으니.\n뭔가 상을 주겠어요.","5","1","1","0","0",""
"1070501047","1070501","91","0","","","","","","",""
"1070501048","1070501","21","vo_adv_1070501","vo_adv_1070501_003","0","0","","","",""
"1070501049","1070501","11","107011","조급하게 정하지 않아도 괜찮아요.\n오늘 하루는, 제가 질릴 때까지\n당신에게 어울려달라고 할 예정이니까요.\n후후…… 기대하고 있을게요?","5","1","1","0","0",""
"1070501050","1070501","91","0","","","","","","",""
"1070501051","1070501","31","9","9","0","0","1","1","",""
"1070501052","1070501","131","0","","","","","","",""
"1070501053","1070501","22","0","1","0","0","","","",""
"1070501054","1070501","111","","","","","","","",""
"1070501055","1070501","91","0","","","","","","",""
"1071501001","1071501","1","1","107111","850","400","-220","1.5","1","cmn_talk_def_N"
"1071501002","1071501","31","8","8","0","0","1","1","",""
"1071501003","1071501","31","7","7","0","0","1","1","",""
"1071501004","1071501","31","77","77","0","0","1","1","",""
"1071501005","1071501","31","3","3","0","0","1","1","",""
"1071501006","1071501","31","2","2","0","0","1","1","",""
"1071501007","1071501","31","1","1","0","0","1","1","",""
"1071501008","1071501","31","12","12","0","0","1","0","",""
"1071501009","1071501","3","107111","blb_run_01","1","","","0.3","",""
"1071501010","1071501","2","107111","90","-220","1.3","0","","",""
"1071501011","1071501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1071501012","1071501","121","0","0","1.25","1.25","0","0","",""
"1071501013","1071501","32","12","1","0","0","1","1","",""
"1071501014","1071501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1071501015","1071501","93","1.3","","","","","","",""
"1071501016","1071501","3","107111","blb_stop","0","blb_idle","0","0.05","0.3",""
"1071501017","1071501","2","107111","80","-220","0.25","0","","",""
"1071501018","1071501","93","1.4","","","","","","",""
"1071501019","1071501","121","0","0","1.4","1.4","1","3","",""
"1071501020","1071501","131","1","","","","","","",""
"1071501021","1071501","3","107111","blb_blowout_01","0","blb_idle","1","0.3","0.3",""
"1071501022","1071501","93","0.7","","","","","","",""
"1071501023","1071501","32","12","0","0","0","1","1","",""
"1071501024","1071501","31","13","13","0","0","1","1","",""
"1071501025","1071501","93","0.2","","","","","","",""
"1071501026","1071501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1071501027","1071501","93","1.2","","","","","","",""
"1071501028","1071501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1071501029","1071501","31","4","4","0","0","1","1","",""
"1071501030","1071501","93","1","","","","","","",""
"1071501031","1071501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1071501032","1071501","3","107111","blb_idle","1","","0","0.3","",""
"1071501033","1071501","93","1.05","","","","","","",""
"1071501034","1071501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1071501035","1071501","31","6","6","0","0","1","1","",""
"1071501036","1071501","3","107111","blb_joy_01","0","blb_wish_01","1","0","",""
"1071501037","1071501","93","2","","","","","","",""
"1071501038","1071501","21","vo_adv_1071501","vo_adv_1071501_000","0","0","","","",""
"1071501039","1071501","13","107111","870","","","","","",""
"1071501040","1071501","11","107111","후후, 이 몸을 불러내서\n뭘 하려는 건가 했더니,\n설마 생일 축하일 줄은.\n재밌는 짓을 해주는군.","5","1","1","0","0",""
"1071501041","1071501","91","0","","","","","","",""
"1071501042","1071501","21","vo_adv_1071501","vo_adv_1071501_001","0","0","","","",""
"1071501043","1071501","11","107111","수제 케이크라는 것도 나쁘지 않아.\n쓸데없이 사치스러운 것들에도\n질려가던 참이다.","6","1","1","0","0",""
"1071501044","1071501","91","0","","","","","","",""
"1071501045","1071501","21","vo_adv_1071501","vo_adv_1071501_002","0","0","","","",""
"1071501046","1071501","11","107111","잘했다 꼬맹이. 나를 즐겁게 하는 방법을\n잘 알게 된 모양이군.","5","1","1","0","0",""
"1071501047","1071501","91","0","","","","","","",""
"1071501048","1071501","21","vo_adv_1071501","vo_adv_1071501_003","0","0","","","",""
"1071501049","1071501","11","107111","그럼 이제 꼬맹이로\n즐겨보도록 할까.\n설마 거부하지는 않겠지?\n음, 잘 이해하고 있는데.","4","1","1","0","0",""
"1071501050","1071501","91","0","","","","","","",""
"1071501051","1071501","21","vo_adv_1071501","vo_adv_1071501_004","0","0","","","",""
"1071501052","1071501","11","107111","자, 즐거운 생일 파티의\n시작이다! 부디 중간에\n쓰러지지는 말라고?","5","1","1","0","0",""
"1071501053","1071501","91","0","","","","","","",""
"1071501054","1071501","31","9","9","0","0","1","1","",""
"1071501055","1071501","131","0","","","","","","",""
"1071501056","1071501","22","0","1","0","0","","","",""
"1071501057","1071501","111","","","","","","","",""
"1071501058","1071501","91","0","","","","","","",""
"1092501001","1092501","1","1","109211","850","400","-220","1.5","1","cmn_talk_def_N"
"1092501002","1092501","31","8","8","0","0","1","1","",""
"1092501003","1092501","31","7","7","0","0","1","1","",""
"1092501004","1092501","31","66","66","0","0","1","1","",""
"1092501005","1092501","31","3","3","0","0","1","1","",""
"1092501006","1092501","31","2","2","0","0","1","1","",""
"1092501007","1092501","31","1","1","0","0","1","1","",""
"1092501008","1092501","31","12","12","0","0","1","0","",""
"1092501009","1092501","3","109211","blb_run_01","1","","","0.3","",""
"1092501010","1092501","2","109211","90","-220","1.3","0","","",""
"1092501011","1092501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1092501012","1092501","121","0","0","1.25","1.25","0","0","",""
"1092501013","1092501","32","12","1","0","0","1","1","",""
"1092501014","1092501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1092501015","1092501","93","1.3","","","","","","",""
"1092501016","1092501","3","109211","blb_stop","0","blb_idle","0","0.05","0.3",""
"1092501017","1092501","2","109211","80","-220","0.25","0","","",""
"1092501018","1092501","93","1.4","","","","","","",""
"1092501019","1092501","121","0","0","1.4","1.4","1","3","",""
"1092501020","1092501","131","1","","","","","","",""
"1092501021","1092501","3","109211","blb_blowout_01","0","blb_idle","1","0.3","0.3",""
"1092501022","1092501","93","0.7","","","","","","",""
"1092501023","1092501","32","12","0","0","0","1","1","",""
"1092501024","1092501","31","13","13","0","0","1","1","",""
"1092501025","1092501","93","0.2","","","","","","",""
"1092501026","1092501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1092501027","1092501","93","1.2","","","","","","",""
"1092501028","1092501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1092501029","1092501","31","4","4","0","0","1","1","",""
"1092501030","1092501","93","1","","","","","","",""
"1092501031","1092501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1092501032","1092501","3","109211","blb_idle","1","","0","0.3","",""
"1092501033","1092501","93","1.05","","","","","","",""
"1092501034","1092501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1092501035","1092501","31","6","6","0","0","1","1","",""
"1092501036","1092501","3","109211","blb_joy_01","0","blb_wish_01","1","0","",""
"1092501037","1092501","93","2","","","","","","",""
"1092501038","1092501","21","vo_adv_1092501","vo_adv_1092501_000","0","0","","","",""
"1092501039","1092501","13","109211","870","","","","","",""
"1092501040","1092501","11","109211","굉장해, 굉장해!\n이거 내 생일 케이크 맞지!?\n게다가 직접 만든 거네~!\n먹기 아까워……!","5","1","1","0","0",""
"1092501041","1092501","91","0","","","","","","",""
"1092501042","1092501","21","vo_adv_1092501","vo_adv_1092501_001","0","0","","","",""
"1092501043","1092501","11","109211","그렇지! 분명 마도서에\n시간을 멈추는 마법이 있었어!","7","1","1","0","0",""
"1092501044","1092501","91","0","","","","","","",""
"1092501045","1092501","21","vo_adv_1092501","vo_adv_1092501_002","0","0","","","",""
"1092501046","1092501","11","109211","……어, 저건 사용 금지구나.\n아쉽다……","4","1","1","0","0",""
"1092501047","1092501","91","0","","","","","","",""
"1092501048","1092501","21","vo_adv_1092501","vo_adv_1092501_003","0","0","","","",""
"1092501049","1092501","11","109211","그럼 온 힘을 다해 살펴보고 음미하면서 먹어야지!\n……응? 넘 야단스러운 걸까?\n그래도 그만큼 기뻤거든!","5","1","1","0","0",""
"1092501050","1092501","91","0","","","","","","",""
"1092501051","1092501","21","vo_adv_1092501","vo_adv_1092501_004","0","0","","","",""
"1092501052","1092501","11","109211","그러면 글레어와 모두를 불러서\n다 같이 먹을까!\n에헤헤! 네 덕분에\n최고의 생일을 맞이할 것 같아!","6","1","1","0","0",""
"1092501053","1092501","91","0","","","","","","",""
"1092501054","1092501","31","9","9","0","0","1","1","",""
"1092501055","1092501","131","0","","","","","","",""
"1092501056","1092501","22","0","1","0","0","","","",""
"1092501057","1092501","111","","","","","","","",""
"1092501058","1092501","91","0","","","","","","",""
"1093501001","1093501","1","1","109311","850","400","-220","1.5","1","cmn_talk_def_N"
"1093501002","1093501","31","8","8","0","0","1","1","",""
"1093501003","1093501","31","7","7","0","0","1","1","",""
"1093501004","1093501","31","76","76","0","0","1","1","",""
"1093501005","1093501","31","3","3","0","0","1","1","",""
"1093501006","1093501","31","2","2","0","0","1","1","",""
"1093501007","1093501","31","1","1","0","0","1","1","",""
"1093501008","1093501","31","12","12","0","0","1","0","",""
"1093501009","1093501","3","109311","blb_run_01","1","","","0.3","",""
"1093501010","1093501","2","109311","90","-220","1.3","0","","",""
"1093501011","1093501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1093501012","1093501","121","0","0","1.25","1.25","0","0","",""
"1093501013","1093501","32","12","1","0","0","1","1","",""
"1093501014","1093501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1093501015","1093501","93","1.3","","","","","","",""
"1093501016","1093501","3","109311","blb_stop","0","blb_idle","0","0.05","0.3",""
"1093501017","1093501","2","109311","80","-220","0.25","0","","",""
"1093501018","1093501","93","1.4","","","","","","",""
"1093501019","1093501","121","0","0","1.4","1.4","1","3","",""
"1093501020","1093501","131","1","","","","","","",""
"1093501021","1093501","3","109311","blb_blowout_02","0","blb_idle","1","0.3","0.3",""
"1093501022","1093501","93","0.7","","","","","","",""
"1093501023","1093501","32","12","0","0","0","1","1","",""
"1093501024","1093501","31","13","13","0","0","1","1","",""
"1093501025","1093501","93","0.2","","","","","","",""
"1093501026","1093501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1093501027","1093501","93","1.2","","","","","","",""
"1093501028","1093501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1093501029","1093501","31","4","4","0","0","1","1","",""
"1093501030","1093501","93","1","","","","","","",""
"1093501031","1093501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1093501032","1093501","3","109311","blb_idle","1","","0","0.3","",""
"1093501033","1093501","93","1.05","","","","","","",""
"1093501034","1093501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1093501035","1093501","31","6","6","0","0","1","1","",""
"1093501036","1093501","3","109311","blb_joy_02","0","blb_wish_02","1","0","",""
"1093501037","1093501","93","2","","","","","","",""
